product id,real qty
600222,630
6026110,210
6000981,672
6002251,336
6002268,336
6082499,336
6084097,168
6083694,252
6084042,288
6002664,1728
6002497,324
6002220,432
6083830,432
6003425,432
6002343,324
6004248,3456
6015534,540
6005689,1728
6001827,288
6001828,288
6016890,180
6083335,288
6084080,336
6075026,432
