Code	StockOnHand	Count
"6077082"	24	""
"6085933"	0	""
"6071349"	0	""
"6071332"	0	""
"6082406"	0	""
"6082383"	0	""
"6082710"	0	""
"6069155"	0	""
"6069704"	0	""
"6077259"	0	""
"6049669"	0	""
"6031152"	0	""
"6080501"	0	""
"6032234"	0	""
"6032228"	0	""
"6054342"	0	""
"6020326"	0	""
"6020325"	0	""
"6020324"	0	""
"6042929"	0	""
"6081607"	0	""
"6032227"	0	""
"6043773"	0	""
"6046767"	0	""
"6036010"	0	""
"6087302"	1	""
"6023058"	0	""
"6081034"	0	""
"6051571"	0	""
"601497"	0	""
"6071530"	0	""
"6071523"	0	""
"6071455"	0	""
"6071554"	0	""
"6071448"	0	""
"6071462"	0	""
"6071493"	0	""
"6071509"	0	""
"6071486"	0	""
"6053734"	0	""
"6061098"	0	""
"601483"	0	""
"601484"	0	""
"601485"	0	""
"6065027"	0	""
"6065010"	0	""
"6065034"	0	""
"6009557"	0	""
"6008550"	0	""
"6009533"	0	""
"6062897"	0	""
"6017941"	0	""
"6086503"	0	""
"6086558"	0	""
"6086565"	0	""
"6074029"	0	""
"6074012"	0	""
"602869"	0	""
"6086572"	0	""
"602871"	0	""
"6083427"	0	""
"6083410"	0	""
"6083373"	4	""
"6059491"	0	""
"6034115"	0	""
"6032395"	0	""
"6004248"	0	""
"6015534"	177	""
"6086060"	0	""
"6085766"	0	""
"6028398"	0	""
"600417"	0	""
"6052652"	0	""
"6052645"	0	""
"600413"	0	""
"6000462"	0	""
"6000295"	0	""
"6014217"	0	""
"6012305"	0	""
"6031169"	0	""
"6012816"	0	""
"6082819"	0	""
"6082826"	0	""
"6058302"	1	""
"601646"	0	""
"6011734"	0	""
"6085483"	0	""
"601666"	0	""
"601670"	0	""
"6066666"	0	""
"601659"	0	""
"6080167"	0	""
"6040338"	19	""
"6027865"	0	""
"6052508"	29	""
"6040345"	20	""
"6083731"	0	""
"601558"	0	""
"6059866"	225	""
"6087258"	84	""
"6042233"	0	""
"6010850"	0	""
"6042226"	0	""
"6048433"	0	""
"6066840"	0	""
"6060602"	60	""
"601570"	0	""
"6080679"	0	""
"601567"	0	""
"6082802"	0	""
"6070489"	0	""
"6004804"	0	""
"6008734"	0	""
"601620"	36	""
"6080259"	0	""
"6087173"	509	""
"600067"	60	""
"601665"	0	""
"601667"	336	""
"601681"	36	""
"601566"	29	""
"6084578"	0	""
"601645"	0	""
"600066"	0	""
"601701"	0	""
"601711"	0	""
"602305"	0	""
"601705"	0	""
"601707"	0	""
"6080662"	0	""
"6064839"	0	""
"6030063"	1	""
"6081508"	0	""
"6084615"	0	""
"6084608"	0	""
"6022020"	0	""
"6013349"	0	""
"6013356"	0	""
"6013332"	0	""
"6087111"	0	""
"6064228"	0	""
"6072674"	0	""
"6071271"	12	""
"6005443"	0	""
"6064549"	0	""
"6012380"	0	""
"6068301"	0	""
"6068318"	0	""
"6068233"	0	""
"6082949"	0	""
"6085773"	0	""
"6003951"	329	""
"601593"	0	""
"6086022"	0	""
"601596"	0	""
"6065751"	0	""
"6086640"	0	""
"6086657"	0	""
"6055356"	0	""
"601607"	0	""
"601594"	0	""
"6082048"	0	""
"6052799"	0	""
"601623"	0	""
"6072766"	0	""
"6072759"	12	""
"6072742"	4	""
"6072735"	6	""
"6010089"	0	""
"601625"	0	""
"601627"	0	""
"6075095"	117	""
"6024512"	0	""
"6067489"	0	""
"6010096"	0	""
"6067496"	0	""
"6076504"	26	""
"601631"	0	""
"6016593"	9	""
"6079048"	40	""
"6024238"	0	""
"6024222"	18	""
"6016562"	0	""
"6024758"	1	""
"6079062"	50	""
"6024239"	35	""
"6039547"	41	""
"6024246"	25	""
"6017651"	0	""
"6006761"	200	""
"6017163"	0	""
"6075316"	8	""
"601745"	24	""
"6008833"	0	""
"6008741"	6	""
"6084301"	0	""
"6080242"	0	""
"6018284"	0	""
"6029686"	338	""
"6085353"	0	""
"6064419"	0	""
"6062798"	0	""
"6061623"	0	""
"6072261"	0	""
"6072254"	0	""
"6088231"	48	""
"6088224"	24	""
"6088248"	30	""
"6070502"	0	""
"6077365"	384	""
"6080211"	0	""
"601669"	41	""
"6070496"	0	""
"6080181"	0	""
"6080204"	0	""
"6070175"	224	""
"6080426"	0	""
"6080174"	19	""
"6080228"	0	""
"6082598"	0	""
"6084356"	67	""
"6082895"	0	""
"6033231"	0	""
"6068394"	0	""
"6000158"	200	""
"6051440"	0	""
"6043308"	0	""
"6030841"	0	""
"6017828"	0	""
"6004538"	117	""
"6067717"	0	""
"601582"	0	""
"6076290"	168	""
"6085797"	0	""
"6071394"	0	""
MDSA	0	""
"6076276"	0	""
"601586"	0	""
"6076283"	16	""
"6009038"	0	""
"6079635"	0	""
"6079567"	0	""
"6079628"	0	""
"6082758"	0	""
"6079611"	0	""
"6079604"	0	""
"6079574"	0	""
"6082765"	0	""
"6079550"	0	""
"6079598"	0	""
"6079543"	0	""
"6079581"	0	""
"6082772"	0	""
"6071103"	24	""
"6082147"	0	""
"6082338"	0	""
"6051341"	0	""
"6085193"	0	""
"6085209"	0	""
"6083434"	276	""
"6083441"	353	""
"6075781"	0	""
"601583"	204	""
"6075774"	211	""
"601587"	0	""
"601702"	140	""
"6018214"	0	""
"6084813"	0	""
"6060244"	0	""
"6037963"	0	""
"6060268"	0	""
"6084806"	0	""
"6084790"	0	""
"6051105"	0	""
"6057411"	0	""
"6067281"	0	""
"6067274"	0	""
"6066741"	0	""
"6084202"	0	""
"6008987"	0	""
"6001872"	0	""
"6059125"	0	""
"6059156"	0	""
"6053444"	0	""
"6081652"	0	""
"6081669"	0	""
"6081676"	0	""
"6084226"	0	""
"6081645"	0	""
"6032272"	0	""
"6031817"	0	""
"6032401"	0	""
"601613"	0	""
"6087609"	0	""
"601767"	0	""
"600081"	0	""
"6063474"	0	""
"6037574"	3	""
"6003807"	0	""
"6063993"	0	""
"600382"	0	""
"6003081"	0	""
"6045715"	0	""
"6068257"	0	""
"6066031"	0	""
"6027803"	1	""
"6007522"	0	""
"601774"	0	""
"6003739"	20	""
"6084738"	20	""
"6082284"	0	""
"6084257"	32	""
"6001889"	236	""
"6058173"	0	""
"6027827"	0	""
"601814"	0	""
"601849"	4	""
"6046880"	0	""
"601138"	366	""
"601763"	0	""
"601764"	0	""
"6011598"	184	""
"6065843"	192	""
"601850"	8	""
"6008758"	3	""
"6040758"	0	""
"6086589"	0	""
"6086596"	0	""
"6085360"	0	""
"6071479"	0	""
"6066703"	0	""
"6068271"	2	""
"6004880"	0	""
"601754"	0	""
"6085889"	0	""
"6085872"	0	""
"6082215"	0	""
"6084172"	0	""
"601801"	0	""
"6082109"	0	""
"6085384"	10	""
"6040048"	0	""
"6006594"	0	""
"6026786"	0	""
"6051365"	0	""
"6013981"	0	""
"6013998"	0	""
"6014001"	0	""
"6006907"	0	""
"6006945"	0	""
"6015398"	0	""
"601794"	0	""
"601820"	0	""
"601821"	0	""
"601822"	0	""
"601809"	0	""
"6040901"	0	""
"601813"	0	""
"601811"	0	""
"601810"	0	""
"601812"	0	""
"6036782"	0	""
"6058616"	0	""
"6036799"	0	""
"6055394"	0	""
"6083175"	12	""
"6070786"	0	""
"6070779"	3	""
"6086886"	0	""
"601777"	0	""
"601836"	0	""
"6017903"	0	""
"6083557"	0	""
"601756"	0	""
"601775"	0	""
"601776"	0	""
"601832"	0	""
"601833"	0	""
"601853"	0	""
"601852"	0	""
"6041892"	0	""
"6017897"	0	""
"600168"	8	""
"6058807"	0	""
"6082314"	108	""
"6074081"	0	""
"6076474"	0	""
"6046330"	0	""
"6046125"	0	""
"6046132"	0	""
"6046118"	0	""
"6062484"	0	""
"6071714"	0	""
"6056537"	0	""
"6063092"	0	""
"6056247"	0	""
"6086701"	0	""
"6034665"	0	""
"6080952"	0	""
"6062637"	0	""
"6024151"	0	""
"6056063"	0	""
"6029821"	47	""
"6057114"	0	""
"6074616"	0	""
"6074593"	0	""
"6063078"	0	""
"601882"	0	""
"601881"	0	""
"6082550"	0	""
"6082543"	0	""
"6082574"	0	""
"6082567"	0	""
"601884"	0	""
"6012960"	488	""
"6045340"	0	""
"6060510"	0	""
"6056148"	0	""
"6044923"	0	""
"6047825"	0	""
"6047856"	0	""
"6047832"	0	""
"6047863"	0	""
"6047849"	0	""
"6063207"	0	""
"6050108"	0	""
"6083007"	0	""
"6082994"	0	""
"601912"	0	""
"601916"	0	""
"6009410"	0	""
"601909"	0	""
"601315"	0	""
"601314"	0	""
"6050092"	0	""
"601903"	0	""
"601902"	0	""
"6025120"	0	""
"6042639"	0	""
"6086671"	0	""
"6042646"	0	""
"6086688"	0	""
"6032029"	0	""
"6031640"	0	""
"6047658"	0	""
"6077754"	0	""
"6059842"	0	""
"601985"	0	""
"6059859"	0	""
"6081119"	0	""
"6081065"	0	""
"6087081"	0	""
"6075484"	0	""
"6073817"	0	""
"6082093"	0	""
"601939"	0	""
"6059507"	0	""
"6080860"	0	""
"6080877"	0	""
"6084240"	0	""
"6073077"	515	""
"6071431"	0	""
"6064259"	408	""
"602066"	337	""
"6006938"	0	""
"6084776"	0	""
"6085742"	0	""
"6053727"	0	""
"6025670"	0	""
"6085902"	0	""
"601942"	0	""
"6071219"	0	""
"6085896"	0	""
"6081379"	0	""
"601976"	0	""
"602807"	0	""
"6003968"	0	""
"6048327"	0	""
"601982"	0	""
"601673"	0	""
"600430"	0	""
"601894"	0	""
"6085940"	0	""
"6084141"	0	""
"6047153"	0	""
"601925"	0	""
"6081911"	0	""
"602035"	0	""
"6066529"	0	""
"6019396"	3	""
"602041"	177	""
"602038"	19	""
"6073688"	0	""
"6015305"	0	""
"602048"	0	""
"602042"	44	""
"6021146"	414	""
"6067038"	0	""
"6067021"	0	""
"6068912"	0	""
"6069957"	0	""
"6009298"	0	""
"6015312"	0	""
"6075255"	0	""
"6068929"	0	""
"602039"	0	""
"602044"	140	""
"602047"	59	""
"602049"	191	""
"602045"	105	""
"602054"	0	""
"602057"	0	""
"602058"	96	""
"602061"	0	""
"6048655"	0	""
"6075026"	116	""
"6084080"	183	""
"6080914"	0	""
"6055929"	0	""
"6064327"	0	""
"6000691"	0	""
"6068349"	0	""
"6020514"	0	""
"6081058"	0	""
"6005986"	0	""
"6080822"	0	""
"6082727"	0	""
"6076993"	0	""
"6077815"	0	""
"6076986"	0	""
"6079123"	0	""
"6079307"	0	""
"6079314"	0	""
"602636"	0	""
"6000899"	0	""
"6040857"	0	""
"600754"	0	""
"6077143"	0	""
"6080303"	0	""
"6077068"	0	""
"6002183"	60	""
"6083267"	18.5	""
"6032449"	0	""
"6033118"	0	""
"6058463"	32	""
"601556"	142	""
"601555"	0	""
"602142"	0	""
"602144"	0	""
"602145"	0	""
"602155"	0	""
"602156"	0	""
"6050481"	0	""
"6049539"	0	""
"6053581"	0	""
"6084967"	0	""
"6084974"	0	""
"6084981"	0	""
"6071363"	0	""
"6084950"	0	""
"6084998"	0	""
"6079086"	27	""
"6080525"	0	""
"6087418"	30	""
"6087425"	30	""
"6087364"	0	""
"6087395"	30	""
"6087401"	0	""
"6087371"	0	""
"6087449"	0	""
"6087388"	30	""
"6087432"	18	""
"6086534"	0	""
"6075156"	35	""
"602077"	183	""
"602079"	35	""
"6078072"	0	""
"602082"	0	""
"6087678"	0	""
"602158"	0	""
"600100"	0	""
"6054366"	0	""
"602192"	96	""
"6056773"	0	""
"6071158"	0	""
"6059828"	0	""
"6071141"	0	""
"602090"	18	""
"602096"	0	""
"6079109"	86	""
"6005634"	63	""
"6033378"	90	""
"600408"	0	""
"6074623"	0	""
"602128"	199	""
"602138"	0	""
"6010461"	1566	""
"6002596"	7	""
"6034719"	16	""
"6080044"	140	""
"602103"	0	""
"6064808"	27	""
"602165"	0	""
"602086"	459	""
"6077532"	136	""
"6080280"	0	""
"6047399"	0	""
"6066819"	0	""
"6046965"	17	""
"6048532"	234	""
"601922"	60	""
"600084"	60	""
"602140"	0	""
"6072117"	0	""
"6055851"	0	""
"6005689"	0	""
"6064891"	30	""
"6060312"	3	""
"6081980"	0	""
"6082017"	0	""
"602088"	90	""
"602089"	0	""
"6056780"	417	""
"602095"	0	""
"6077624"	0	""
"6079192"	786	""
"602104"	0	""
"601256"	0	""
"6027971"	144	""
"6066789"	16	""
"601921"	0	""
"602135"	684	""
"601920"	0	""
"602139"	1488	""
"601923"	3	""
"6033279"	0	""
"6064020"	0	""
"6072223"	0	""
"6081805"	0	""
"6081850"	0	""
"6084646"	0	""
"6080631"	0	""
"6080600"	0	""
"6024406"	12	""
"6080495"	0	""
"6081782"	0	""
"602100"	0	""
"6081584"	0	""
"6086770"	0	""
"600895"	0	""
"6086756"	0	""
"6086763"	0	""
"6002763"	0	""
"600798"	0	""
"6018979"	0	""
"600890"	0	""
"6045067"	0	""
"6081126"	0	""
"6081133"	0	""
"6081140"	0	""
"602195"	0	""
"6081157"	0	""
"600898"	0	""
"6045074"	0	""
"600787"	0	""
"600781"	0	""
"600788"	0	""
"600786"	0	""
"6002756"	0	""
"600790"	0	""
"6083342"	0	""
"6083335"	133	""
"6071387"	0	""
"602167"	0	""
"602169"	0	""
"6039684"	0	""
"6078393"	0	""
"602172"	0	""
"6087005"	0	""
"602120"	0	""
"602121"	0	""
"6073404"	0	""
"6024253"	0	""
"6044497"	0	""
"602126"	0	""
"6044503"	0	""
"6025823"	48	""
"602109"	6	""
"6025816"	108	""
"602112"	4	""
"6026509"	0	""
"6003760"	0	""
"6074074"	0	""
"6067823"	0	""
"602327"	0	""
"602329"	0	""
"6072339"	0	""
"6085131"	0	""
"6055769"	0	""
"6033958"	0	""
"6012824"	0	""
"6081041"	0	""
"6056292"	0	""
"6045005"	0	""
"602255"	0	""
"6055837"	31.084	""
"6085704"	23	""
"600011"	0	""
"6054687"	0	""
"600021"	0	""
"602272"	0	""
"6081003"	0	""
"6054649"	0	""
"6002961"	0	""
"6084332"	101	""
"6082307"	0	""
"6017323"	0	""
"6048426"	0	""
"6063368"	0	""
"6080464"	0	""
"6080457"	3	""
"6085452"	16	""
"6083137"	0	""
"6072476"	0	""
"6023591"	0	""
"6072483"	1	""
"6072490"	6	""
"6072506"	12	""
"6072513"	24	""
"6023560"	0	""
"6072520"	60	""
"6072537"	6	""
"6023577"	0	""
"6072544"	6	""
"6023614"	0	""
"6072551"	7	""
"6072568"	54	""
"6072575"	12	""
"6023607"	0	""
"6072582"	22	""
"6023584"	0	""
"6072599"	33	""
"6045913"	0	""
"6057077"	0	""
"6045654"	0	""
"6054137"	0	""
"6054007"	0	""
"6054021"	0	""
"6053901"	0	""
"6053932"	0	""
"6053871"	0	""
"6053895"	0	""
"6053994"	0	""
"6053925"	0	""
"6053956"	0	""
"6053949"	0	""
"6054014"	0	""
"6053888"	0	""
"6053987"	0	""
"6071264"	3	""
"6068851"	0	""
"600140"	0	""
"6073633"	0	""
"6073626"	0	""
"6036713"	0	""
"6080617"	0	""
"6080556"	0	""
"6080587"	0	""
"6039202"	0	""
"6048563"	0	""
"6048549"	0	""
"6058210"	0	""
"6009151"	0	""
"6054465"	0	""
"6057862"	0	""
"6059323"	0	""
"6054199"	53	""
"6029838"	20	""
"6080778"	0	""
"602304"	12	""
"601721"	0	""
"6054458"	0	""
"6084462"	0	""
"600072"	67	""
"6064792"	4	""
"6065867"	0	""
"6039660"	553	""
"6060633"	10	""
"6085346"	6	""
"6009243"	22	""
"6002121"	40	""
"6084295"	0	""
"6082154"	0	""
"6071400"	0	""
"602218"	0	""
"602264"	0	""
"602259"	0	""
"602260"	0	""
"6065768"	0	""
"602323"	0	""
"602325"	0	""
"6082970"	0	""
"6063245"	0	""
"602286"	1654	""
"602287"	684	""
"602258"	0	""
"6082840"	0	""
"6084929"	0	""
"6080037"	0	""
"6050030"	0	""
"6081010"	0	""
"6019341"	0	""
"6082741"	0	""
"6064044"	0	""
"6082734"	0	""
"6082833"	0	""
"6057787"	0	""
"6080143"	0	""
"6069568"	12	""
"6039530"	18	""
"6058227"	0	""
"6084585"	0	""
"6024291"	48	""
"6000103"	236	""
"6080419"	0	""
"6086824"	0	""
"6086817"	0	""
"6086848"	0	""
"6086831"	0	""
"602322"	0	""
"6013820"	0	""
"6013400"	0	""
"602278"	39	""
"6060572"	74	""
"602332"	0	""
"6075040"	0	""
"6075033"	0	""
"6075057"	16	""
"602337"	0	""
"6024321"	54	""
"6010645"	81	""
"6086008"	6	""
"6085636"	0	""
"6079239"	360	""
"6010638"	70	""
"6063337"	0	""
"602346"	28	""
"6053772"	0	""
"6075248"	0	""
"6087289"	3	""
"6087296"	5	""
"6083014"	0	""
"6054229"	0	""
"6081683"	0	""
"6010805"	0	""
"6026448"	39	""
"6006969"	10	""
"6000400"	0	""
"6083717"	330	""
"6048204"	601	""
"6084936"	0	""
"6034191"	0	""
"6048556"	0	""
"602285"	0	""
"6001766"	0	""
"6023737"	0	""
"6023751"	0	""
"6023768"	0	""
"6023744"	0	""
"6023775"	0	""
"6023720"	0	""
"6061401"	0	""
"6062910"	0	""
"6025168"	0	""
"6006662"	0	""
"6025151"	0	""
"6008666"	0	""
"6008642"	0	""
"6008659"	0	""
"6025175"	0	""
"6006181"	0	""
"601320"	0	""
"601317"	0	""
"6024413"	1980	""
"6071608"	0	""
"6082666"	0	""
"6080471"	18	""
"602372"	0	""
"6083762"	0	""
"6083755"	0	""
"602398"	0	""
"6016609"	256	""
"6010652"	290	""
"6086015"	0	""
"6085438"	44	""
"6085629"	3	""
"6080396"	0	""
"6030124"	0	""
"6030117"	0	""
"6067250"	0	""
"6040918"	0	""
"6067267"	0	""
"6030162"	0	""
"6030186"	0	""
"6049201"	0	""
"6041113"	0	""
"6043728"	0	""
"6043414"	0	""
"6030131"	0	""
"6041120"	0	""
"6030156"	0	""
"6064600"	0	""
"6030148"	0	""
"6086954"	0	""
"6082239"	0	""
"6031084"	0	""
"6033880"	0	""
"602374"	0	""
"6075385"	0	""
"602746"	0	""
"6066277"	0	""
"6059484"	0	""
"6006204"	0	""
"6059729"	0	""
"6059743"	0	""
"6059750"	0	""
"6006112"	0	""
"6007001"	0	""
"6047641"	0	""
"6048341"	0	""
"6034788"	0	""
"6041212"	0	""
"6063917"	0	""
"6063924"	0	""
"6050061"	0	""
"6050054"	0	""
"6022785"	0	""
"6005931"	0	""
"6003234"	4	""
"6082161"	0	""
"6084233"	0	""
"602432"	0	""
"6037642"	0	""
"6006433"	0	""
"6085834"	0	""
"6085827"	0	""
"6085810"	0	""
"6033989"	22	""
"602466"	0	""
"6032548"	0	""
"6032654"	0	""
"6024888"	0	""
"6024949"	0	""
"6024833"	0	""
"6024840"	0	""
"6025007"	0	""
"6024895"	0	""
"6080891"	0	""
"6059026"	0	""
"602493"	0	""
"6055073"	0	""
"6084196"	0	""
"6040598"	0	""
"6040727"	0	""
"6021184"	0	""
"6085155"	0	""
"6061517"	0	""
"6086541"	0	""
"6058258"	0	""
"602490"	0	""
"6084189"	0	""
"602504"	0	""
"6021160"	0	""
"6021166"	0	""
"6053604"	0	""
"6055684"	0	""
"602508"	0	""
"6042288"	0	""
"6081096"	0	""
"602500"	0	""
"602496"	0	""
"602494"	0	""
"6068684"	0	""
"6082253"	0	""
"6082277"	0	""
"6082260"	0	""
"6082291"	0	""
"6052850"	0	""
"6052843"	85	""
"6002459"	0	""
"602422"	0	""
"602423"	0	""
"602424"	12	""
"602425"	12	""
"600856"	0	""
"602467"	0	""
"602471"	2	""
"602470"	0	""
"602469"	324	""
"6079222"	0	""
"6051631"	0	""
"6085957"	0	""
"6051624"	0	""
"6074135"	0	""
"6009182"	0	""
"6085223"	44	""
"6085513"	36	""
"602518"	0	""
"6067991"	0	""
"6053765"	0	""
"6069858"	12	""
"6084851"	32	""
"6069681"	0	""
"6053796"	0	""
"6013677"	0	""
"6051242"	0	""
"6072353"	0	""
"6086718"	0	""
"6084349"	36	""
"6006402"	0	""
"6086084"	0	""
"6042684"	0	""
"600210"	0	""
"602412"	0	""
"6079260"	29	""
"6068400"	0	""
"6079291"	0	""
"6003845"	0	""
"602411"	0	""
"6052973"	0	""
"602418"	0	""
"600931"	0	""
"602444"	0	""
"6008307"	0	""
"602443"	0	""
"600932"	0	""
"602445"	0	""
"602450"	0	""
"602472"	0	""
"6083786"	0	""
"602480"	0	""
"602483"	0	""
"602489"	0	""
"6054243"	0	""
"6013127"	0	""
"602531"	0	""
"6068417"	0	""
"602532"	0	""
"602536"	0	""
"602539"	0	""
"602570"	0	""
"6056834"	0	""
"6008321"	0	""
"6080846"	0	""
"6085308"	30	""
"6085322"	30	""
"6085315"	26	""
"6084363"	48	""
"6084158"	0	""
"602379"	0	""
"601724"	0	""
"6051648"	60	""
"6080150"	0	""
"6080235"	0	""
"6069377"	0	""
"6070519"	0	""
"6061364"	0	""
"6076030"	32	""
"602545"	0	""
"6043568"	0	""
"6044442"	0	""
"6007805"	0	""
"602419"	0	""
"6077600"	0	""
"6009168"	0	""
"6077471"	0	""
"602541"	0	""
"6007806"	0	""
"6001957"	0	""
"6043056"	3	""
"6037659"	14	""
"6005153"	0	""
"6028978"	0	""
"6052225"	0	""
"6004552"	0	""
"6004576"	0	""
"6080983"	0	""
"6008772"	0	""
"6028985"	0	""
"6080990"	0	""
"6005177"	0	""
"6056278"	0	""
"6066796"	0	""
"6021368"	0	""
"6021355"	0	""
"6021351"	0	""
"6021344"	0	""
"6040821"	0	""
"6084394"	0	""
"6016814"	0	""
"6045203"	0	""
"6045197"	35	""
"6002237"	0	""
"6079758"	0	""
"6022068"	0	""
"602591"	0	""
"6048198"	637	""
"6055530"	340.333	""
"6079437"	48	""
"601020"	1431.999	""
"6084011"	0	""
"6079444"	36	""
"601050"	807	""
"6079420"	208	""
"601198"	0	""
"6085339"	36	""
"602592"	0	""
"602593"	0	""
"602613"	36	""
"6017538"	0	""
"600086"	0	""
"601656"	0	""
"6022082"	90	""
"6017125"	210	""
"6001964"	0	""
"6022099"	96	""
"602611"	1152	""
"601664"	60	""
"6014216"	0	""
"602616"	138	""
"6051976"	0	""
"602618"	45	""
"6022181"	0	""
"602620"	77	""
"602647"	0	""
"602627"	0	""
"602642"	0	""
"6048136"	7	""
"6000233"	0	""
"6077105"	0	""
"6000219"	0	""
"602639"	0	""
"602657"	504	""
"602658"	439	""
"6057855"	120	""
"602664"	125	""
"602660"	504	""
"602661"	50	""
"602659"	75	""
"6026110"	356	""
"6026127"	146	""
"6080136"	0	""
"601650"	0	""
"6061678"	0	""
"6006617"	0	""
"602638"	0	""
"602624"	0	""
"6006693"	0	""
"602635"	0	""
"602626"	0	""
"602634"	0	""
"602630"	0	""
"602020"	0	""
"602623"	0	""
"602632"	0	""
"602633"	0	""
"602625"	0	""
"602637"	1843	""
"6014803"	0	""
"602679"	0	""
"6021788"	0	""
"6016067"	0	""
"602691"	0	""
"6041991"	0	""
"602692"	0	""
"6028046"	0	""
"602689"	0	""
"602688"	0	""
"6044695"	0	""
"6044671"	0	""
"6030391"	0	""
"600104"	0	""
"6001001"	0	""
"602023"	0	""
"601559"	0	""
"6022617"	0	""
"6014810"	0	""
"6005696"	0	""
"6030810"	0	""
"6064433"	0	""
"6069711"	0	""
"6010317"	0	""
"6076719"	0	""
"6017996"	0	""
"6020293"	0	""
"6052072"	0	""
"6052065"	0	""
"6072957"	0	""
"601352"	0	""
"6009267"	0	""
"6059989"	0	""
"6068615"	0	""
"6070281"	0	""
"6059996"	0	""
"6080372"	0	""
"6059934"	0	""
"602683"	0	""
"600453"	0	""
"6059941"	0	""
"6070298"	0	""
"6044336"	0	""
"6059927"	0	""
"6072889"	0	""
"6044367"	0	""
"6070274"	0	""
"6052041"	0	""
"6044381"	0	""
"6044374"	0	""
"6070267"	0	""
"602685"	0	""
"6086909"	0	""
"6075729"	0	""
"6075712"	0	""
"6072940"	0	""
"6083663"	0	""
"6068622"	0	""
"6080389"	0	""
"6052027"	0	""
"6015039"	0	""
"6072933"	0	""
"6072926"	0	""
"602681"	0	""
"6044343"	0	""
"6060008"	0	""
"6067243"	0	""
"6008857"	0	""
"6081027"	0	""
"6059804"	0	""
"6059811"	0	""
"602687"	0	""
"6061708"	0	""
"6025144"	0	""
"602731"	0	""
"602065"	0	""
"600048"	0	""
"6073893"	0	""
"6073886"	0	""
"6040406"	5	""
"6071240"	8	""
"6052515"	5	""
"6040369"	3	""
"6040352"	10	""
"6040376"	18	""
"6074036"	6	""
"6052522"	10	""
"6072834"	0	""
"6087029"	0	""
"6080754"	0	""
"602754"	0	""
"602750"	64	""
"6022174"	0	""
"6022167"	114	""
"6087319"	34	""
"6060305"	0	""
"602748"	0	""
"6075194"	0	""
"6075200"	0	""
"6042615"	0	""
"6006884"	0	""
"6042561"	0	""
"6015824"	0	""
"602703"	0	""
"602790"	0	""
"6087357"	9	""
"6050948"	0	""
"6085018"	0	""
"602770"	0	""
"6027896"	19	""
"6083052"	17	""
"6010416"	0	""
"602730"	0	""
"6082116"	0	""
"602707"	0	""
"602705"	0	""
"6011666"	0	""
"6057770"	0	""
"6085230"	25	""
"601108"	0	""
"602743"	0	""
"6077129"	0	""
"6068837"	0	""
"6016548"	0	""
"601550"	0	""
"6085254"	61	""
"6085056"	54	""
"602763"	140	""
"602765"	0	""
"602774"	0	""
"6054762"	0	""
"6013363"	13	""
"602773"	0	""
"6037024"	0	""
"602777"	0	""
"602778"	0	""
"602788"	0	""
"602786"	73	""
"6057176"	0	""
"6086893"	0	""
"602694"	0	""
"602698"	0	""
"602699"	3	""
"602708"	0	""
"6084400"	0	""
"6084417"	0	""
"6084424"	0	""
"6052898"	0	""
"6053116"	0	""
"602724"	234	""
"602729"	0	""
"602782"	212	""
"6073121"	0	""
"6074326"	0	""
"6047023"	0	""
"602828"	0	""
"602829"	0	""
"602830"	0	""
"6001346"	0	""
"6075507"	0	""
"6073367"	316	""
"6084493"	0	""
"6084516"	0	""
"6084509"	0	""
"602482"	0	""
"6033897"	0	""
"602861"	0	""
"602833"	0	""
"6016050"	0	""
"6087074"	0	""
"6087050"	0	""
"602840"	0	""
"602843"	0	""
"6070823"	0	""
"6000356"	0	""
"6040161"	0	""
"6083571"	0	""
"6070885"	0	""
