sku,qty,is_in_stock
6076801,16.0,1
6076832,0,0
6076818,56.9,1
600060,192.0,1
6087333,49.0,1
6087326,55.0,1
6082420,15.0,1
6087456,3.0,1
6058371,177.0,1
6058425,0,0
6064723,0.0,0
6064730,0.0,0
6058388,0.0,0
6058449,0.0,0
6058432,0.0,0
6058395,0.0,0
6058401,12.0,1
6058418,0.0,0
601696,12.0,1
601885,15.0,1
6058463,31.0,1
601556,140.0,1
6087296,5.0,1
6087302,1.0,1
6087289,3.0,1
6087371,0.0,0
6087449,0.0,0
6087395,24.0,1
6087388,24.0,1
6087364,0.0,0
6087401,0.0,0
6087425,24.0,1
6087432,12.0,1
6087418,24.0,1
6087272,9.0,1
6065737,0.0,0
6065706,0.0,0
6065720,71.0,1
6065645,0.0,0
6087357,8.0,1
6001889,236.0,1
6059866,225.0,1
6087258,84.0,1
6087319,22.0,1
6060305,0.0,0
600314,127.0,1
600348,0,0
6031992,288.0,1
601216,576.0,1
6060893,168.0,1
6068714,252.0,1
6072124,468.0,1
6048907,95.0,1
6069018,45.0,1
6015367,276.0,1
602874,58.0,1
6000158,200.0,1
600065,6.0,1
6046637,10.0,1
6079109,85.0,1
6038540,2.0,1
6081621,324.0,1
6027971,144.0,1
6055448,27.0,1
601206,26.0,1
6055462,28.0,1
6077082,23.0,1
6013059,27.0,1
6079291,0.0,0
6079260,29.0,1
6064747,87.0,1
6051969,39.0,1
6051952,96.0,1
6022167,114.0,1
6079079,219.0,1
6079239,360.0,1
6010652,289.0,1
600295,53.0,1
602750,63.0,1
6073367,316.0,1
6076290,168.0,1
6076283,16.0,1
6077365,384.0,1
6075316,8.0,1
602613,36.0,1
6069568,12.0,1
601681,36.0,1
601745,24.0,1
601251,78.0,1
6046545,330.0,1
6051327,360.0,1
6075262,360.0,1
6079918,420.0,1
6079895,312.0,1
6082000,240.0,1
6076030,32.0,1
6084073,36.0,1
6081515,37.0,1
6002183,60.0,1
6079000,24.0,1
6080129,24.0,1
6039189,30.0,1
6005634,63.0,1
6075170,40.0,1
6024406,12.0,1
6084677,240.0,1
6066789,16.0,1
601922,57.0,1
602139,1452.0,1
6050689,80.0,1
6050672,100.0,1
601245,35.0,1
601244,24.0,1
602135,684.0,1
6071103,24.0,1
601923,3.0,1
6034719,16.0,1
601279,32.0,1
601290,24.0,1
6033378,90.0,1
6079062,50.0,1
6079048,40.0,1
602424,12.0,1
602425,12.0,1
602471,2.0,1
6088224,24.0,1
6088231,48.0,1
6088248,30.0,1
602687,672.0,1
6064839,36.0,1
6064853,18.0,1
6084462,60.0,1
6085483,450.0,1
6068851,72.0,1
6026455,144.0,1
6026387,312.0,1
6048891,168.0,1
6002138,60.0,1
6047108,60.0,1
6023874,60.0,1
6074807,40.0,1
