Code	Count
600219	1714.0
6079680	142.0
6083724	43.0
6083700	96.0
6083823	98.0
6065744	215.0
6071295	33.0
6060534	104.0
6021108	34.0
6060541	92.0
6079772	205.0
6079765	413.0
6049195	607.0
600381	182.0
6005894	270.0
6033538	168.0
600482	1346.0
6048785	1267.0
6083458	374.0
6017118	165.0
600858	2037.166
600861	564.0
600865	1846.0
6006457	673.0
6066482	1042.0
601079	463.0
601258	169.0
6067137	554.0
6043834	739.0
6067229	657.0
6067236	925.5
6052430	832.0
6043841	1564.0
6067120	635.0
6070199	106.0
6054441	78.0
6054427	76.0
6054380	38.0
6054434	112.0
6054410	101.0
6054397	0
6003951	363.0
6004538	164.0
6083434	510.0
6083441	521.0
601583	331.0
6075774	409.0
601702	215.0
6073077	609.0
6064259	414.0
602066	392.0
602286	2191.0
602287	1036.0
6083717	375.0
6048204	650.0
6002237	137.0
6048198	980.0
6055530	587.0
6079437	348.0
601020	3389.0
6079444	631.0
601050	1663.0
6079420	208.0
6026110	411.0
6026127	193.0
602635	3424.0
601023	521.0
600222	966.0
6031220	182.0
6059972	199.0
600519	405.0
6081287	191.0
6081270	191.0
6081263	185.0
6081256	189.0
6081294	190.0
6000981	556.0
6002251	305.0
6002268	244.0
6082499	327.0
6084097	166.0
6083694	238.0
6084042	284.0
6002664	1528.0
6002497	314.0
6002220	412.0
6083830	362.0
6003425	428.0
6002343	324.0
6004248	3147.0
6015534	319.0
6005689	1585.0
6001827	270.0
6001828	253.0
6016890	174.0
6083335	284.0
6084080	239.0
6075026	363.0
