PRDID	QTY
600219	3995.0
6079680	111.0
6083724	35.833
6083700	77.0
6083823	94.0
6065744	155.583
6071295	9.0
6060534	98.0
6021108	12.999
6060541	76.0
6079772	203.0
6079765	399.0
6049195	605.0
600381	156.0
6005894	249.0
6033538	151.0
600482	923.0
6048785	1144.0
6083458	374.0
6017118	581.0
600858	5862.166
600861	1584.0
600865	3035.0
6006457	643.0
6066482	806.0
601079	303.0
601258	156.0
6067137	464.0
6043834	497.0
6067229	590.125
6067236	829.625
6052430	681.0
6043841	1220.0
6067120	474.0
6070199	104.0
6054441	61.0
6054427	40.0
6054380	23.0
6054434	93.0
6054410	53.0
6054397	0
6003951	353.0
6004538	164.0
6083434	488.0
6083441	500.0
601583	314.0
6075774	399.0
601702	195.0
6073077	568.0
6064259	413.0
602066	384.0
602286	2130.0
602287	1009.0
6083717	356.0
6048204	630.0
6002237	93.0
6048198	904.0
6055530	525.0
6079437	348.0
601020	3034.083
6079444	433.0
601050	1497.0
6079420	208.0
6026110	397.0
6026127	178.0
602635	2291.0
601023	350.0
600222	3161.0
6031220	78.0
6059972	178.0
600519	275.0
6081287	187.0
6081270	186.0
6081263	182.0
6081256	188.0
6081294	190.0
6000981	432.0
6002251	264.0
6002268	162.0
6082499	323.0
6084097	161.0
6083694	236.0
6084042	271.0
6002664	967.0
6002497	302.0
6002220	386.0
6083830	298.0
6003425	395.0
6002343	318.0
6004248	2386.0
6015534	277.0
6005689	1353.0
6001827	256.0
6001828	207.0
6016890	174.0
6083335	284.0
6084080	239.0
6075026	316.0
6075484	15.0
6084301	0.0
6084295	1.0
6045715	30.0
6037574	45.0
6084233	6.0
6084226	6.0
6084240	1.0
6075460	41.0
6084318	39.0
6084257	36.0
6084325	46.0
6084264	46.0
6084271	30.0
6084288	29.0
6084356	111.0
6084349	60.0
6084363	60.0
6084332	120.0
6082314	430.0
6006327	77.0
6008833	26.0
6002848	103.0
6008741	9.0
600516	22.708
6045784	168.0
6043056	5.0
6025816	636.0
6012373	3.0
6060602	200.0
6030063	8.0
6008758	9.0
601774	11.0
602112	17.0
6065881	10.0
6025038	252.0
6003234	43.0
6027803	18.0
6003739	20.0
6068271	16.0
6071271	276.0
6030018	19.0
6065843	228.0
6025823	252.0
6068257	216.0
6074043	19.0
601645	16.0
6037659	47.0
6072674	84.0
6036959	255.0
602109	29.0
6001261	0
6008765	3.0
6071127	164.0
6019396	3.0
6071110	161.0
6008840	6.0
6002701	23.0
6004750	120.0
6040390	0.0
6083267	19.5
6052522	10.0
6074036	6.0
6040352	9.0
6040376	18.0
6071264	4.0
6071240	8.0
6040406	5.0
6052515	6.0
6040369	4.0
6078157	2.0
6072483	11.0
6072575	36.0
6072537	6.0
6073893	0.0
6072551	6.0
6072490	6.0
6072506	36.0
6072568	90.0
6072599	80.0
6072544	33.0
6072513	24.0
6073886	0.0
6072520	90.0
6072476	36.0
6072582	59.0
6073589	370.0
602700	84.0
601198	135.0
601195	119.0
6069988	136.0
600394	123.0
6056858	135.0
6069971	342.0
6056902	493.0
6052393	269.0
6041946	269.0
602708	674.0
600921	151.0
600968	349.0
600974	351.0
600970	186.0
600975	360.0
600977	696.0
6048525	101.0
602694	90.0
6001018	111.0
602699	96.0
602757	14.0
6069537	329.0
6057855	276.0
602657	324.0
602660	300.0
602664	164.0
600072	169.0
602661	46.0
602659	48.0
6039530	13.0
601669	86.0
6072254	54.0
6000103	269.0
6080174	58.0
6058302	53.0
6029838	30.0
602304	24.0
6022099	40.0
6017125	57.0
6024291	49.0
6022082	36.0
600012	40.0
600067	47.0
601664	49.0
600647	51.0
601849	15.0
600804	41.0
601051	46.0
6084738	20.0
6012397	837.0
601850	31.0
601007	46.0
601620	92.0
6040345	23.0
6040338	22.0
6084530	6.0
6084554	6.0
6084547	4.0
6052508	29.0
6073541	32.0
602591	343.0
602724	413.0
602698	110.0
602658	292.0
6054199	29.0
6039660	343.0
6064792	7.0
602782	402.0
6084585	38.0
6051648	45.0
602611	2124.0
601667	331.0
6084578	48.0
6084608	26.0
6084615	0.0
601566	71.0
6080167	105.0
6070175	296.0
6084837	416.0
600868	1456.0
