Code	Count
6067137	615.0
6043834	913.0
6067229	698.0
6067236	993.0
6052430	955.0
6043841	1862.0
6067120	660.0
6048785	832
6083717	380
6048204	660
6066482	1248
6079420	208
601050	1040
6079437	416
6079772	208
6048198	1040
6079444	832
6055530	624
6049195	416
600858	3536
6017118	208
600865	2080
601020	2080
602066	416
6064259	416
6004538	208
6075774	416
601583	416
6079765	416
6083434	624
6083441	624
6073077	624
