sku,qty
602278,51
6083182,15.917
6045197,48
6085063,30
6060633,12
6076627,4
601138,407
6048877,20
6043636,17
6032159,0
6055837,0
6064921,12
6064945,5
601111,20
601109,12
601110,19
6024420,0
6064808,6
602090,0
6073534,27
600084,82
6056780,67
6010621,0
601207,40
6064907,0
6064891,0
6083052,21
6084684,174
600615,0
6065133,286
6064778,336
6081997,368
6043643,180
6049072,5
601228,1
601225,34.166
6077433,42
6077419,22
6077426,39
6077556,0
6077563,67
6079093,0
6079192,30
6080044,10
6002596,6
600017,48
6025137,437
6068455,4
6077488,221
6077440,323
6046965,9
6043704,36
6061166,44
6008413,12
6062736,336
6060831,23
6047986,110
6027896,6
6024321,3
6010645,3
6010638,4
6016609,59
6075187,5712
6003630,0
602088,0
6024437,0
6061548,549
6010461,1
6077525,36
6077532,64
6084486,354
6084592,69
6003593,12
6006761,0
6007713,0
602469,191
6024413,2016
6063740,20
6063344,21
6075019,48
6080815,18
6079468,12
6049980,1
6080532,102
6080549,103
6062309,9
6073718,1
6083281,4
6068974,10
601223,0
6038496,24
6054755,11
601178,138
6084653,0
601266,161
601283,36
601176,13
602086,147
602104,5
602128,244
6075095,50
6076504,3
6072735,5
6039547,0
6060961,2
6024758,0
6024246,0
6012808,6
6024222,0
6024239,0
6072759,0
6072742,3
6026448,3
6006969,3
6079086,28
6081690,2
6048532,381
6044268,128
6080068,150
6080051,120
6029821,0
6079277,6
6060572,6
6016593,0
6085254,12
6085346,18
6085285,19
6085261,7
6012991,0
6012960,482
6013134,430
6068462,33
6029686,3
6060312,8
6085339,57
6085292,0
6085322,30
6085315,26
6085308,30
6081416,5
6081423,2
6085452,16
6085438,3
6085391,81
6085377,17
6085384,12
6085490,16
6085506,15
6085513,36
600286,24
6085643,16
6085667,11
6085650,16
6085704,24
6085681,10
6085629,7
6085636,10
6085674,22
6082857,20
600967,21
6085735,21
6085698,6
6057183,10
6086251,44
6079482,45
6086237,30
6086244,43
6079666,44
6054403,57
6086015,2
6086008,6
6085995,26
6086299,43
6086282,21
6053321,4041
6049164,648
