sku,qty
600219,3922.0
6079680,95.0
6083724,35.833
6083700,73.0
6083823,94.0
6065744,136.583
6071295,1.0
6060534,93.0
6021108,2.9989999999999997
6060541,73.0
6079772,203.0
6079765,399.0
6049195,604.0
600381,153.0
6005894,217.666
6033538,146.0
600482,781.0
6048785,1106.583
6083458,368.0
6017118,578.0
600858,5382.166
600861,1496.0
600865,2945.0
6006457,640.0
6066482,724.0
601079,0
601258,152.0
6067137,370.0
6043834,349.0
6067229,555.125
6067236,775.625
6052430,583.0
6043841,988.0
6067120,380.0
6070199,99.0
6054441,35.0
6054427,17.0
6054380,9.0
6054434,75.0
6054410,23.0
6054397,0.0
6003951,348.0
6004538,152.0
6083434,322.0
6083441,484.0
601583,303.0
6075774,318.0
601702,195.0
6073077,568.0
6064259,413.0
602066,383.0
602286,2051.0
602287,957.0
6083717,351.0
6048204,623.0
6002237,76.0
6048198,875.0
6055530,506.0
6079437,348.0
601020,2814.999
6079444,351.0
601050,1425.0
6079420,208.0
6026110,393.0
6026127,173.0
602635,1613.0
601023,280.0
600222,3036.0
6031220,57.0
6059972,178.0
600519,239.0
6081287,187.0
6081270,185.0
6081263,182.0
6081256,188.0
6081294,190.0
6000981,326.0
6002251,218.0
6002268,45.0
6082499,321.0
6084097,156.0
6083694,233.0
6084042,271.0
6002664,926.0
6002497,286.0
6002220,367.0
6083830,274.0
6003425,346.0
6002343,314.0
6004248,1829.0
6015534,277.0
6005689,1107.0
6001827,189.0
6001828,128.0
6016890,168.0
6083335,284.0
6084080,239.0
6075026,273.0
6075484,0.0
6084301,0.0
6084295,0.0
6045715,0.0
6037574,3.0
6084233,0.0
6084226,0.0
6084240,0.0
6075460,26.0
6084318,37.0
6084257,32.0
6084325,40.0
6084264,32.0
6084271,26.0
6084288,1.0
6084356,75.0
6084349,43.0
6084363,49.0
6084332,112.0
6082314,99.0
6006327,29.0
6008833,17.0
6002848,82.0
6008741,7.0
600516,21.291
6045784,120.0
6043056,3.0
6025816,564.0
6012373,2.0
6060602,180.0
6030063,7.0
6008758,7.0
601774,11.0
602112,12.0
6065881,10.0
6025038,204.0
6003234,33.0
6027803,13.0
6003739,20.0
6068271,13.0
6071271,228.0
6030018,19.0
6065843,228.0
6025823,204.0
6068257,216.0
6074043,18.0
601645,10.0
6037659,38.0
6072674,72.0
6036959,198.0
602109,26.0
6001261,0.0
6008765,3.0
6071127,83.0
6019396,3.0
6071110,78.0
6008840,4.0
6002701,21.0
6004750,108.0
6040390,0.0
6083267,18.5
6052522,10.0
6074036,6.0
6040352,10.0
6040376,18.0
6071264,3.0
6071240,8.0
6040406,5.0
6052515,5.0
6040369,3.0
6078157,2.0
6072483,0.0
6072575,24.0
6072537,6.0
6073893,0.0
6072551,6.0
6072490,6.0
6072506,30.0
6072568,78.0
6072599,74.0
6072544,33.0
6072513,24.0
6073886,0.0
6072520,90.0
6072476,30.0
6072582,53.0
6073589,309.0
602700,58.0
601198,116.0
601195,107.0
6069988,129.0
600394,77.0
6056858,48.0
6069971,268.0
6056902,401.0
6052393,263.0
6041946,267.0
602708,560.0
600921,102.0
600968,306.0
600974,323.0
600970,169.0
600975,315.0
600977,608.0
6048525,98.0
602694,81.0
6001018,108.0
602699,85.0
602757,14.0
6069537,273.0
6057855,252.0
602657,252.0
602660,219.0
602664,150.0
600072,159.0
602661,41.0
602659,44.0
6039530,8.0
601669,80.0
6072254,46.0
6000103,247.0
6080174,48.0
6058302,50.0
6029838,29.0
602304,6.0
6022099,18.0
6017125,16.0
6024291,35.0
6022082,17.0
600012,32.0
600067,41.0
601664,45.0
600647,23.0
601849,12.0
600804,38.0
601051,39.0
6084738,20.0
6012397,771.0
601850,26.0
601007,38.0
601620,70.0
6040345,20.0
6040338,19.0
6084530,6.0
6084554,5.0
6084547,4.0
6052508,29.0
6073541,28.0
602591,283.5
602724,392.0
602698,82.0
602658,273.0
6054199,7.0
6039660,325.0
6064792,4.0
602782,375.0
6084585,16.0
6051648,32.0
602611,1740.0
601667,260.0
6084578,38.0
6084608,2.0
6084615,0.0
601566,58.0
6080167,84.0
6070175,272.0
6084837,402.0
600868,1387.0
6002121,59.0
6083366,18.0
6083373,17.0
6039011,20.0
6060473,10.0
6080266,40.0
600334,40.0
6080273,40.0
600253,40.0
602637,3598.0
6048136,420.0
6003418,36.0
6075156,60.0
602077,239.0
602346,59.0
602079,59.0
6070786,35.0
6061395,30.0
6052843,119.0
6022150,132.0
601276,120.0
6011932,24.0
601202,240.0
6080884,25.0
6080846,21.0
6085148,30.0
6080891,26.0
6080839,9.0
6003319,14.0
6080457,12.0
6080464,67.0
6080471,24.0
6085025,54.0
6075538,118.0
6022631,30.0
6055813,120.0
6007720,451.0
6011598,239.0
602616,196.0
6060626,30.0
6074746,15.0
6023065,10.0
6085032,10.0
6085049,11.0
6084851,75.0
6053765,53.0
6069858,60.0
600337,38.0
600336,38.0
600335,45.0
600338,41.0
600168,36.0
6058807,31.0
601292,227.0
601294,240.0
600254,38.0
601275,225.0
601387,157.0
602786,185.0
602763,334.0
602765,60.0
6013363,20.0
602618,200.0
602620,196.0
6085056,222.0
602192,1092.0
602038,120.0
602051,59.0
6021146,480.0
602041,470.0
602040,236.0
602045,534.0
602047,350.0
602058,584.0
602055,227.0
602044,580.0
602049,513.0
602048,572.0
602061,112.0
602043,351.0
602053,178.0
602042,120.0
602059,213.0
602052,60.0
6029692,100.0
6051945,80.0
6051938,80.0
6075545,24.0
6002176,24.0
600653,590.0
6083021,20.0
6083014,20.0
6080907,30.0
6085087,30.0
6080822,29.0
6033989,36.0
6083199,360.0
6070779,35.0
6083175,36.0
6085223,60.0
6009243,40.0
6085216,40.0
6079949,21.0
6085247,75.0
6085230,360.0
6075033,60.0
6075057,58.0
602278,120.0
6083182,360.0
6045197,54.0
6085063,65.0
6060633,40.0
6076627,33.0
601138,478.0
6048877,36.0
6043636,36.0
6032159,20.0
6055837,50.0
6064921,30.0
6064945,30.0
601111,24.0
601109,24.0
601110,24.0
6024420,50.0
6064808,24.0
602090,45.0
