sku,qty,is_in_stock
6061395,0,0
6052843,109,1
6022150,121,1
601276,106,1
6011932,24,1
601202,187,1
6080884,12,1
6080846,0,0
6085148,3,1
6080891,0,0
6080839,0,0
6003319,0,0
6080457,10,1
6080464,23,1
6080471,22,1
6085025,3,1
6075538,8,1
6022631,19,1
6055813,92,1
6007720,0,0
6011598,188,1
602616,146,1
6060626,3,1
6074746,3,1
6023065,3,1
6085032,0,0
6085049,3,1
6084851,37,1
6053765,0,0
6069858,13,1
600337,12,1
600336,6,1
600335,10,1
600338,3,1
600168,8,1
6058807,0,0
601292,60,1
601294,184,1
600254,11,1
601275,0,0
601387,49,1
602786,104,1
602763,172,1
602765,0,0
6013363,15,1
602618,80,1
602620,95,1
6085056,63,1
602192,132,1
602038,51,1
602051,0,0
6021146,414,1
602041,213,1
602040,118,1
602045,105,1
602047,59,1
602058,96,1
602055,29,1
602044,140,1
602049,301,1
602048,0,0
602061,0,0
602043,26,1
602053,52,1
602042,71,1
602059,0,0
602052,23,1
6029692,62,1
6051945,0,0
6051938,0,0
6075545,0,0
6002176,0,0
600653,0,0
6083021,12,1
6083014,3,1
6080907,0,0
6085087,10,1
6080822,0,0
6033989,24,1
6083199,18,1
6070779,10,1
6083175,13,1
6085223,44,1
6009243,26,1
6085216,21,1
6079949,17,1
6085247,70,1
6085230,25,1
6075033,0,0
6075057,16,1
602278,51,1
6083182,15.917,1
6045197,48,1
6085063,30,1
6060633,12,1
6076627,4,1
601138,405,1
6048877,20,1
6043636,17,1
6032159,0,0
6055837,0,0
6064921,11,1
6064945,5,1
601111,20,1
601109,12,1
601110,19,1
6024420,0,0
6064808,6,1
602090,0,0
6073534,27,1
600084,82,1
6056780,67,1
6010621,0,0
601207,40,1
6064907,0,0
6064891,0,0
6083052,21,1
6084684,174,1
600615,0,0
6065133,286,1
6064778,324,1
6081997,368,1
6043643,180,1
6049072,5,1
601228,1,1
601225,31.166,1
6077433,42,1
6077419,19,1
6077426,37,1
6077556,0,0
6077563,67,1
6079093,0,0
6079192,30,1
6080044,10,1
6002596,6,1
600017,48,1
6025137,437,1
6068455,4,1
6077488,221,1
6077440,323,1
6046965,9,1
6043704,34,1
6061166,43,1
6008413,12,1
6062736,324,1
6060831,23,1
6047986,98,1
6027896,6,1
6024321,3,1
6010645,3,1
6010638,4,1
6016609,56,1
6075187,5688,1
6003630,0,0
602088,0,0
6024437,0,0
6061548,513,1
6010461,1,1
6077525,28,1
6077532,64,1
6084486,352,1
6084592,69,1
6003593,12,1
6006761,0,0
6007713,0,0
602469,186,1
6024413,2016,1
6063740,20,1
6063344,20,1
6075019,48,1
6080815,18,1
6079468,12,1
6049980,1,1
6080532,102,1
6080549,102,1
6062309,9,1
6073718,0,0
6083281,4,1
6068974,10,1
601223,0,0
6038496,24,1
6054755,11,1
601178,114,1
6084653,0,0
601266,77,1
601283,36,1
601176,12,1
602086,143,1
602104,5,1
602128,244,1
6075095,50,1
6076504,3,1
6072735,5,1
6039547,0,0
6060961,2,1
6024758,0,0
6024246,0,0
6012808,6,1
6024222,0,0
6024239,0,0
6072759,0,0
6072742,3,1
6026448,3,1
6006969,3,1
6079086,28,1
6081690,2,1
6048532,372,1
6044268,128,1
6080068,150,1
6080051,120,1
6029821,0,0
6079277,6,1
6060572,6,1
6016593,0,0
6085254,12,1
6085346,18,1
6085285,19,1
6085261,7,1
6012991,0,0
6012960,482,1
6013134,430,1
6068462,33,1
6029686,1,1
6060312,8,1
6085339,57,1
6085292,0,0
6085322,30,1
6085315,26,1
6085308,30,1
6081416,5,1
6081423,2,1
6085452,16,1
6085438,3,1
6085391,80,1
6085377,17,1
6085384,12,1
6085490,16,1
6085506,15,1
6085513,36,1
600286,22,1
6085643,16,1
6085667,11,1
6085650,16,1
6085704,24,1
6085681,10,1
6085629,7,1
6085636,9,1
6085674,22,1
6082857,20,1
600967,21,1
6085735,21,1
6085698,6,1
6057183,10,1
6086251,44,1
6079482,45,1
6086237,30,1
6086244,43,1
6079666,44,1
6054403,57,1
6086015,2,1
6086008,6,1
6085995,26,1
6086299,43,1
6086282,21,1
6053321,4036,1
6049164,609,1
6079659,108,1
6087173,71,1
6076825,462,1
6076801,72,1
6076832,294,1
6076818,365,1
600060,336,1
6087333,120,1
6087326,120,1
6082420,144,1
6087456,144,1
6058371,1152,1
6058425,882,1
6064723,84,1
6064730,126,1
6058388,24,1
6058449,24,1
6058432,24,1
6058395,24,1
6058401,24,1
6058418,24,1
601696,30,1
601885,30,1
6058463,75,1
601556,192,1
6087296,10,1
6087302,15,1
6087289,10,1
6087371,30,1
6087449,30,1
6087395,30,1
6087388,30,1
6087364,30,1
6087401,30,1
6087425,30,1
6087432,30,1
6087418,30,1
6087272,22,1
6065737,120,1
6065706,120,1
6065720,200,1
6065645,125,1
6087357,15,1
6001889,240,1
6059866,360,1
6087258,180,1
6087319,60,1
6060305,60,1
