PRDID	QTY
600219	1763.0
6079680	150.0
6083724	52.0
6083700	108.0
6083823	108.0
6065744	234.0
6071295	44.0
6060534	108.0
6021108	44.0
6060541	96.0
6079772	206.0
6079765	413.0
6049195	607.0
600381	191.0
6005894	294.0
6033538	186.0
600482	1464.0
6048785	1287.0
6083458	375.0
6017118	167.0
600858	2538.166
600861	637.0
600865	1925.0
6006457	689.0
6066482	1087.0
601079	506.0
601258	170.0
6067137	588.0
6043834	811.0
6067229	675.0
6067236	948.0
6052430	884.0
6043841	1681.0
6067120	660.0
6070199	119.0
6054441	105.0
6054427	103.0
6054380	42.0
6054434	115.0
6054410	153.0
6054397	12.0
6003951	379.0
6004538	166.0
6083434	522.0
6083441	533.0
601583	363.0
6075774	409.0
601702	223.0
6073077	615.0
6064259	415.0
602066	403.0
602286	2211.0
602287	1052.0
6083717	380.0
6048204	659.0
6002237	142.0
6048198	993.0
6055530	595.0
6079437	348.0
601020	3514.0
6079444	666.0
601050	1699.0
6079420	208.0
6026110	415.0
6026127	205.0
602635	3938.0
601023	566.0
600222	1046.0
6031220	207.0
6059972	210.0
600519	419.0
6081287	192.0
6081270	192.0
6081263	188.0
6081256	189.0
6081294	192.0
6000981	656.0
6002251	324.0
6002268	330.0
6082499	336.0
6084097	168.0
6083694	252.0
6084042	288.0
6002664	1699.0
6002497	320.0
6002220	432.0
6083830	426.0
6003425	428.0
6002343	324.0
6004248	3398.0
6015534	526.0
6005689	1722.0
6001827	273.0
6001828	282.0
6016890	180.0
6083335	284.0
6084080	330.0
6075026	420.0
