Code	Count
600219	3299.0
6079680	52.0
6083724	32.833
6083700	54.0
6083823	91.0
6065744	0
6071295	0
6060534	85.0
6021108	0
6060541	42.0
6079772	178.0
6079765	384.0
6049195	597.0
600381	109.0
6005894	78.666
6033538	130.0
600482	1795.0
6048785	867.583
6083458	361.0
6017118	556.0
600858	3543.166
600861	710.0
600865	2440.0
6006457	555.0
6066482	341.0
601079	15.0
601258	62.0
6067137	15.0
6043834	1260.0
6067229	382.125
6067236	489.625
6052430	152.58
6043841	540.249
6067120	159.0
6070199	87.0
6054441	32.0
6054427	0
6054380	42.0
6054434	36.0
6054410	1.0
6054397	49.0
6003951	330.0
6004538	142.0
6083434	276.0
6083441	419.0
601583	273.0
6075774	265.0
601702	153.0
6073077	525.0
6064259	408.0
602066	349.0
602286	1788.0
602287	781.0
6083717	332.0
6048204	606.0
6002237	0
6048198	706.0
6055530	395.333
6079437	259.0
601020	1841.999
6079444	288.0
601050	1090.0
6079420	208.0
6026110	370.0
6026127	159.0
602635	0
601023	170.583
600222	2358.0
6031220	0.0
6059972	103.0
600519	0
6081287	170.0
6081270	163.0
6081263	153.0
6081256	171.0
6081294	171.0
6000981	156.0
6002251	161.0
6002268	0
6082499	266.0
6084097	127.0
6083694	221.0
6084042	115.0
6002664	393.0
6002497	193.0
6002220	187.0
6083830	91.0
6003425	5.0
6002343	313.0
6004248	542.0
6015534	177.0
6005689	0
6001827	0
6001828	0.0
6016890	107.0
6083335	180.0
6084080	183.0
6075026	133.0
6075484	0
6084301	0.0
6084295	0.0
6045715	0.0
6037574	3.0
6084233	0.0
6084226	0.0
6084240	0.0
6075460	23.0
6084318	37.0
6084257	32.0
6084325	39.0
6084264	24.0
6084271	24.0
6084288	1.0
6084356	67.0
6084349	36.0
6084363	48.0
6084332	102.0
6082314	108.0
6006327	5.0
6008833	0.0
6002848	31.0
6008741	6.0
600516	8.291
6045784	36.0
6043056	3.0
6025816	252.0
6012373	1.0
6060602	180.0
6030063	4.0
6008758	4.0
601774	1.0
602112	4.0
6065881	10.0
6025038	129.0
6003234	14.0
6027803	1.0
6003739	20.0
6068271	2.0
6071271	60.0
6030018	16.0
6065843	204.0
6025823	48.0
6068257	102.0
6074043	14.0
601645	0.0
6037659	23.0
6072674	36.0
6036959	28.0
602109	6.0
6001261	0.0
6008765	3.0
6071127	45.0
6019396	3.0
6071110	15.0
6008840	2.0
6002701	0
6004750	72.0
6040390	0.0
6083267	18.5
6052522	10.0
6074036	6.0
6040352	10.0
6040376	18.0
6071264	3.0
6071240	8.0
6040406	5.0
6052515	5.0
6040369	3.0
6078157	2.0
6072483	1.0
6072575	12.0
6072537	6.0
6073893	0.0
6072551	7.0
6072490	6.0
6072506	12.0
6072568	54.0
6072599	45.0
6072544	14.0
6072513	24.0
6073886	0.0
6072520	66.0
6072476	18.0
6072582	40.0
6073589	113.0
602700	7.0
601198	7.0
601195	18.0
6069988	63.0
600394	0.0
6056858	21.0
6069971	94.0
6056902	0.0
6052393	194.0
6041946	225.0
602708	0
600921	33.0
600968	113.0
600974	166.0
600970	73.0
600975	83.0
600977	84.0
6048525	69.0
602694	25.0
6001018	81.0
602699	27.0
602757	14.0
6069537	52.0
6057855	192.0
602657	122.0
602660	27.0
602664	110.0
600072	121.0
602661	17.0
602659	18.0
6039530	0.0
601669	47.0
6072254	15.0
6000103	132.0
6080174	30.0
6058302	31.0
6029838	26.0
602304	3.0
6022099	0
6017125	0
6024291	0.0
6022082	0.0
600012	0.0
600067	0.0
601664	1.0
600647	0.0
601849	4.0
600804	9.0
601051	8.0
6084738	20.0
6012397	428.0
601850	7.0
601007	17.0
601620	36.0
6040345	20.0
6040338	19.0
6084530	6.0
6084554	5.0
6084547	4.0
6052508	29.0
6073541	15.0
602591	0
602724	278.0
602698	73.0
602658	237.0
6054199	3.0
6039660	247.0
6064792	4.0
602782	212.0
6084585	0.0
6051648	30.0
602611	0
601667	14.0
6084578	13.0
6084608	0.0
6084615	0.0
601566	47.0
6080167	24.0
6070175	232.0
6084837	359.0
600868	879.0
6002121	50.0
6083366	0.0
6083373	6.0
6039011	15.0
6060473	1.0
6080266	40.0
600334	23.0
6080273	34.0
600253	29.0
602637	2480.0
6048136	148.0
6003418	30.0
6075156	46.0
602077	214.0
602346	52.0
602079	51.0
6070786	20.0
6061395	0
6052843	111.0
6022150	122.0
601276	111.0
6011932	24.0
601202	192.0
6080884	12.0
6080846	0
6085148	3.0
6080891	5.0
6080839	0.0
6003319	0
6080457	12.0
6080464	49.0
6080471	22.0
6085025	3.0
6075538	81.0
6022631	25.0
6055813	104.0
6007720	0.0
6011598	207.0
602616	164.0
6060626	5.0
6074746	3.0
6023065	3.0
6085032	0.0
6085049	3.0
6084851	40.0
6053765	26.0
6069858	25.0
600337	12.0
600336	6.0
600335	16.0
600338	3.0
600168	28.0
6058807	17.0
601292	96.0
601294	201.0
600254	19.0
601275	31.0
601387	66.0
602786	124.0
602763	225.0
602765	0
6013363	15.0
602618	112.0
602620	120.0
6085056	92.0
602192	360.0
602038	60.0
602051	10.0
6021146	414.0
602041	246.0
602040	148.0
602045	105.0
602047	59.0
602058	96.0
602055	29.0
602044	144.0
602049	347.0
602048	0.0
602061	0
602043	106.0
602053	84.0
602042	71.0
602059	32.0
602052	27.0
6029692	68.0
6051945	0.0
6051938	0.0
6075545	3.0
6002176	0.0
600653	165.0
6083021	13.0
6083014	7.0
6080907	0.0
6085087	10.0
6080822	0.0
6033989	24.0
6083199	18.0
6070779	29.0
6083175	31.0
6085223	44.0
6009243	29.0
6085216	25.0
6079949	17.0
6085247	72.0
6085230	26.0
6075033	0.0
6075057	16.0
602278	76.0
6083182	16.0
6045197	50.0
6085063	30.0
6060633	31.0
6076627	6.0
601138	430.0
6048877	23.0
6043636	22.0
6032159	3.0
6055837	4.5
6064921	26.0
6064945	22.0
601111	20.0
601109	12.0
601110	19.0
6024420	16.0
6064808	13.0
602090	0.0
6073534	28.0
600084	138.0
6056780	122.0
6010621	0.0
601207	41.0
6064907	0.0
6064891	0.0
6083052	24.0
6084684	234.0
600615	76.0
6065133	286.0
6064778	372.0
6081997	392.0
6043643	216.0
6049072	6.0
601228	36.0
601225	60.166
6077433	46.0
6077419	27.0
6077426	43.0
6077556	0.0
6077563	67.0
6079093	64.0
6079192	30.0
6080044	54.0
6002596	6.0
600017	48.0
6025137	437.0
6068455	6.0
6077488	221.0
6077440	383.0
6046965	9.0
6043704	39.0
6061166	52.0
6008413	12.0
6062736	408.0
6060831	85.0
6047986	134.0
6027896	7.0
6024321	3.0
6010645	3.0
6010638	4.0
6016609	89.0
6075187	5736.0
6003630	0
602088	0.0
6024437	10.0
6061548	1181.0
6010461	1.0
6077525	85.0
6077532	144.0
6084486	365.0
6084592	78.0
6003593	0
6006761	6.0
6007713	0
602469	231.0
6024413	2028.0
6063740	22.0
6063344	23.0
6075019	48.0
6080815	18.0
6079468	17.0
6049980	2.0
6080532	104.0
6080549	106.0
6062309	12.0
6073718	4.0
6083281	7.0
6068974	11.0
601223	0
6038496	36.0
6054755	83.0
601178	318.0
6084653	26.0
601266	774.0
601283	36.0
601176	18.0
602086	177.0
602104	13.0
602128	274.0
6075095	50.0
6076504	3.0
6072735	5.0
6039547	0
6060961	4.0
6024758	0
6024246	0
6012808	6.0
6024222	0
6024239	0
6072759	0
6072742	3.0
6026448	5.0
6006969	3.0
6079086	29.0
6081690	7.0
6048532	693.0
6044268	128.0
6080068	174.0
6080051	144.0
6029821	0.0
6079277	14.0
6060572	6.0
6016593	0
6085254	12.0
6085346	18.0
6085285	19.0
6085261	7.0
6012991	0.0
6012960	509.0
6013134	430.0
6068462	33.0
6029686	141.0
6060312	74.0
6085339	63.0
6085292	0.0
6085322	30.0
6085315	26.0
6085308	30.0
6081416	5.0
6081423	2.0
6085452	16.0
6085438	3.0
6085391	86.0
6085377	17.0
6085384	12.0
6085490	16.0
6085506	15.0
6085513	37.0
600286	47.0
6085643	16.0
6085667	12.0
6085650	17.0
6085704	25.0
6085681	10.0
6085629	9.0
6085636	15.0
6085674	22.0
6082857	20.0
600967	21.0
6085735	22.0
6085698	6.0
6057183	10.0
6086251	44.0
6079482	45.0
6086237	31.0
6086244	48.0
6079666	45.0
6054403	60.0
6086015	2.0
6086008	6.0
6085995	27.0
6086299	49.0
6086282	29.0
6053321	4100.0
6049164	966.0
