Code	Count
600219	1775.0
6079680	152.0
6083724	52.0
6083700	54.0
6083823	108.0
6065744	249.0
6071295	49.0
6060534	108.0
6021108	45.0
6060541	97.0
6079772	206.0
6079765	413.0
6049195	607.0
600381	191.0
6005894	295.0
6033538	186.0
600482	1487.0
6048785	1291.0
6083458	377.0
6017118	167.0
600858	2676.0
600861	659.0
600865	1941.0
6006457	693.0
6066482	1112.0
601079	525.0
601258	170.0
6067137	588.0
6043834	839.0
6067229	684.0
6067236	968.0
6052430	905.0
6043841	1752.0
6067120	660.0
6070199	119.0
6054441	105.0
6054427	104.0
6054380	43.0
6054434	115.0
6054410	155.0
6054397	25.0
6003951	380.0
6004538	166.0
6083434	526.0
6083441	534.0
601583	363.0
6075774	409.0
601702	223.0
6073077	615.0
6064259	415.0
602066	405.0
602286	2249.0
602287	1076.0
6083717	380.0
6048204	659.0
6002237	205.0
6048198	998.0
6055530	598.0
6079437	348.0
601020	3550.0
6079444	676.0
601050	1716.0
6079420	208.0
6026110	205.0
6026127	205.0
602635	4209.0
