sku,name,short_description,description,price,weight,qty,_category,_attribute_set,_type,_root_category,status,tax_class_id,visibility,_product_websites,image,small_image,thumbnail,is_in_stock,_media_attribute_id,_media_image
6043636,ANNABELLE BIG HUNK 57G*24,ANNABELLE BIG HUNK 57G*24,ANNABELLE BIG HUNK 57G*24,26.4,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6043636.png,6043636.png,6043636.png,1,80,6043636.png
6043568,TWIZZLER STRAW TWISTS BOX 180,TWIZZLER STRAW TWISTS BOX 180,TWIZZLER STRAW TWISTS BOX 180,25.17,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6043568.png,6043568.png,6043568.png,1,80,6043568.png
6036744,REESE NUTRAGEOUS K.SIZE 69G,REESE NUTRAGEOUS K.SIZE 69G,REESE NUTRAGEOUS K.SIZE 69G,30.6,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6036744.png,6036744.png,6036744.png,1,80,6036744.png
6030858,FRANKFORD TMNT PIZZA BOX 72G,FRANKFORD TMNT PIZZA BOX 72G,FRANKFORD TMNT PIZZA BOX 72G,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6030858.png,6030858.png,6030858.png,1,80,6030858.png
6029838,SKITTLES ORIGINAL KS 113G*24,SKITTLES ORIGINAL KS 113G*24,SKITTLES ORIGINAL KS 113G*24,52.8,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6029838.png,6029838.png,6029838.png,1,80,6029838.png
6029686,MILLION DOLLAR MILK BAR 57G*12,MILLION DOLLAR MILK BAR 57G*12,MILLION DOLLAR MILK BAR 57G*12,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6029686.png,6029686.png,6029686.png,1,80,6029686.png
6018284,MILLION DOLLAR DARK BAR 57G*12,MILLION DOLLAR DARK BAR 57G*12,MILLION DOLLAR DARK BAR 57G*12,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6018284.png,6018284.png,6018284.png,1,80,6018284.png
6015671,JELLY BELLY SOUR. 50G *24,JELLY BELLY SOUR. 50G *24,JELLY BELLY SOUR. 50G *24,30.62,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6015671.png,6015671.png,6015671.png,1,80,6015671.png
601711,MARS SNICKER H/NUT K/SIZE 72G*,MARS SNICKER H/NUT K/SIZE 72G*,MARS SNICKER H/NUT K/SIZE 72G*,36.35,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,601711.png,601711.png,601711.png,1,80,601711.png
601438,US KIT KAT CRISPY 42G*36,US KIT KAT CRISPY 42G*36,US KIT KAT CRISPY 42G*36,43.2,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,601438.png,601438.png,601438.png,1,80,601438.png
601340,JELLY BELLY SODA POP BOTTLE 24,JELLY BELLY SODA POP BOTTLE 24,JELLY BELLY SODA POP BOTTLE 24,68.4,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,601340.png,601340.png,601340.png,1,80,601340.png
601331,JB BEAN BOOZLED 45G*24,JB BEAN BOOZLED 45G*24,JB BEAN BOOZLED 45G*24,60,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,601331.png,601331.png,601331.png,1,80,601331.png
601224,HERSHEY'S KISSES 99G*12,HERSHEY'S KISSES 99G*12,HERSHEY'S KISSES 99G*12,24,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,601224.png,601224.png,601224.png,1,80,601224.png
601138,NES WONKA GOBSTOPPERS 24*50G,NES WONKA GOBSTOPPERS 24*50G,NES WONKA GOBSTOPPERS 24*50G,24,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,601138.png,601138.png,601138.png,1,80,601138.png
600347,BOYER MALLO CUP 45G*24,BOYER MALLO CUP 45G*24,BOYER MALLO CUP 45G*24,26.4,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,600347.png,600347.png,600347.png,1,80,600347.png
600168,NUTELLA & GO 52G*12,NUTELLA & GO 52G*12,NUTELLA & GO 52G*12,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,600168.png,600168.png,600168.png,1,80,600168.png
6049027,JB PREHISTORIC EGGS 39GX24,JB PREHISTORIC EGGS 39GX24,JB PREHISTORIC EGGS 39GX24,52.8,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6049027.png,6049027.png,6049027.png,1,80,6049027.png
6049003,JB SF ASSORTED 2.8OZ,JB SF ASSORTED 2.8OZ,JB SF ASSORTED 2.8OZ,29.1,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6049003.png,6049003.png,6049003.png,1,80,6049003.png
6045968,JELLY BELLY TABASCO BOTTLE 24,JELLY BELLY TABASCO BOTTLE 24,JELLY BELLY TABASCO BOTTLE 24,68.4,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6045968.png,6045968.png,6045968.png,1,80,6045968.png
6045951,JELLY BELLY SNAPPLE 127GX12,JELLY BELLY SNAPPLE 127GX12,JELLY BELLY SNAPPLE 127GX12,39.6,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6045951.png,6045951.png,6045951.png,1,80,6045951.png
6051600,HERSHEY'S SNACKSTERS 51G*10,HERSHEY'S SNACKSTERS 51G*10,HERSHEY'S SNACKSTERS 51G*10,17.5,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6051600.png,6051600.png,6051600.png,1,80,6051600.png
6050368,US MM MEGA CHOC 42G*24,US MM MEGA CHOC 42G*24,US MM MEGA CHOC 42G*24,28.8,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6050368.png,6050368.png,6050368.png,1,80,6050368.png
6050351,US MM B'DAY CAKE 39.7G*24,US MM B'DAY CAKE 39.7G*24,US MM B'DAY CAKE 39.7G*24,28.8,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6050351.png,6050351.png,6050351.png,1,80,6050351.png
6050085,JB SF SOURS 2.8OZ,JB SF SOURS 2.8OZ,JB SF SOURS 2.8OZ,29.1,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6050085.png,6050085.png,6050085.png,1,80,6050085.png
6045432,MARZIPAN FRUIT ASSORTMENT,MARZIPAN FRUIT ASSORTMENT,MARZIPAN FRUIT ASSORTMENT,3.5,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6045432.png,6045432.png,6045432.png,1,80,6045432.png
6045395,US CHOCO ROCKS TUB 24,US CHOCO ROCKS TUB 24,US CHOCO ROCKS TUB 24,2.5,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6045395.png,6045395.png,6045395.png,1,80,6045395.png
6045326,TABASCO CHOC WEDGES TIN 50G,TABASCO CHOC WEDGES TIN 50G,TABASCO CHOC WEDGES TIN 50G,45.6,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6045326.png,6045326.png,6045326.png,1,80,6045326.png
6045319,TABASCO CHOC WEDGES 8PC BOX,TABASCO CHOC WEDGES 8PC BOX,TABASCO CHOC WEDGES 8PC BOX,36,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6045319.png,6045319.png,6045319.png,1,80,6045319.png
6045227,POP ROCKS DIPS APPLE 18,POP ROCKS DIPS APPLE 18,POP ROCKS DIPS APPLE 18,17.1,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6045227.png,6045227.png,6045227.png,1,80,6045227.png
6044138,IMPACT WARHEAD SOUR BAG 56G*12,IMPACT WARHEAD SOUR BAG 56G*12,IMPACT WARHEAD SOUR BAG 56G*12,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6044138.png,6044138.png,6044138.png,1,80,6044138.png
6043704,KITKAT MINI  K.SIZE 62G*12,KITKAT MINI  K.SIZE 62G*12,KITKAT MINI  K.SIZE 62G*12,24,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6043704.png,6043704.png,6043704.png,1,80,6043704.png
6043650,TWIZZLERS TWISTS SF 141G*12,TWIZZLERS TWISTS SF 141G*12,TWIZZLERS TWISTS SF 141G*12,3.5,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6043650.png,6043650.png,6043650.png,1,80,6043650.png
6043629,ANNABELLE ABBA ZABA 57G*24,ANNABELLE ABBA ZABA 57G*24,ANNABELLE ABBA ZABA 57G*24,28.8,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6043629.png,6043629.png,6043629.png,1,80,6043629.png
6043605,AWAKE CAFFEINATED CARAMEL 44G,AWAKE CAFFEINATED CARAMEL 44G,AWAKE CAFFEINATED CARAMEL 44G,24,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6043605.png,6043605.png,6043605.png,1,80,6043605.png
6043599,AWAKE CAFFEINATED MILK CHO 44G,AWAKE CAFFEINATED MILK CHO 44G,AWAKE CAFFEINATED MILK CHO 44G,24,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6043599.png,6043599.png,6043599.png,1,80,6043599.png
6039547,MIKE N IKE STRAW REUNI 141G*12,MIKE N IKE STRAW REUNI 141G*12,MIKE N IKE STRAW REUNI 141G*12,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6039547.png,6039547.png,6039547.png,1,80,6039547.png
6039530,SNICKERS BITES K.SIZE 80G*12,SNICKERS BITES K.SIZE 80G*12,SNICKERS BITES K.SIZE 80G*12,24,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6039530.png,6039530.png,6039530.png,1,80,6039530.png
6039523,MILKY WAY BITES K.SIZE 80G*12,MILKY WAY BITES K.SIZE 80G*12,MILKY WAY BITES K.SIZE 80G*12,24,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6039523.png,6039523.png,6039523.png,1,80,6039523.png
6039189,HARIBO GOLD-BEARS BOX 113G*12,HARIBO GOLD-BEARS BOX 113G*12,HARIBO GOLD-BEARS BOX 113G*12,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6039189.png,6039189.png,6039189.png,1,80,6039189.png
6038533,JELLY BELLY HELLO KITT 127GX12,JELLY BELLY HELLO KITT 127GX12,JELLY BELLY HELLO KITT 127GX12,39.6,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6038533.png,6038533.png,6038533.png,1,80,6038533.png
6038526,JELLY BELLY SOURS 127GX12,JELLY BELLY SOURS 127GX12,JELLY BELLY SOURS 127GX12,48,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6038526.png,6038526.png,6038526.png,1,80,6038526.png
6038489,JELLY BELLY 20FLAVORS 41G*24,JELLY BELLY 20FLAVORS 41G*24,JELLY BELLY 20FLAVORS 41G*24,24,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6038489.png,6038489.png,6038489.png,1,80,6038489.png
6035020,HEIDE JUJUBES 184G*12,HEIDE JUJUBES 184G*12,HEIDE JUJUBES 184G*12,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6035020.png,6035020.png,6035020.png,1,80,6035020.png
6033316,HARRY POTTER CHOC FROGS 15G*24,HARRY POTTER CHOC FROGS 15G*24,HARRY POTTER CHOC FROGS 15G*24,84,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6033316.png,6033316.png,6033316.png,1,80,6033316.png
6032692,GOETZE CARAMEL CREAM 4OZ*12,GOETZE CARAMEL CREAM 4OZ*12,GOETZE CARAMEL CREAM 4OZ*12,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6032692.png,6032692.png,6032692.png,1,80,6032692.png
6032685,SIXLETS CANDY BOX 3.5OZ*15,SIXLETS CANDY BOX 3.5OZ*15,SIXLETS CANDY BOX 3.5OZ*15,1.75,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6032685.png,6032685.png,6032685.png,1,80,6032685.png
6032678,WHOPPERS ORIGINAL 49G*24,WHOPPERS ORIGINAL 49G*24,WHOPPERS ORIGINAL 49G*24,24,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6032678.png,6032678.png,6032678.png,1,80,6032678.png
6032425,CRY BABY BOX 113G*24,CRY BABY BOX 113G*24,CRY BABY BOX 113G*24,1.5,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6032425.png,6032425.png,6032425.png,1,80,6032425.png
6031589,HP BERTIE BOTTS 34GX24,HP BERTIE BOTTS 34GX24,HP BERTIE BOTTS 34GX24,60,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6031589.png,6031589.png,6031589.png,1,80,6031589.png
6026424,TOOTSIE RASPBERRY CREME113G*12,TOOTSIE RASPBERRY CREME113G*12,TOOTSIE RASPBERRY CREME113G*12,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6026424.png,6026424.png,6026424.png,1,80,6026424.png
6024758,MIKE N IKE ORIGINAL 141G*12,MIKE N IKE ORIGINAL 141G*12,MIKE N IKE ORIGINAL 141G*12,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6024758.png,6024758.png,6024758.png,1,80,6024758.png
6024512,MIKE IKE ORIGINAL FRUIT 60G*24,MIKE IKE ORIGINAL FRUIT 60G*24,MIKE IKE ORIGINAL FRUIT 60G*24,26.4,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6024512.png,6024512.png,6024512.png,1,80,6024512.png
6024451,JELLY BELLY HELLOKITTY 28GX24,JELLY BELLY HELLOKITTY 28GX24,JELLY BELLY HELLOKITTY 28GX24,26,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6024451.png,6024451.png,6024451.png,1,80,6024451.png
6024420,HEIDE JUJYFRUITS 170G*12,HEIDE JUJYFRUITS 170G*12,HEIDE JUJYFRUITS 170G*12,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6024420.png,6024420.png,6024420.png,1,80,6024420.png
6024413,SUGAR BABIES 170G*12,SUGAR BABIES 170G*12,SUGAR BABIES 170G*12,1.75,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6024413.png,6024413.png,6024413.png,1,80,6024413.png
6024406,REESES STICKS K.SIZE 85G*24,REESES STICKS K.SIZE 85G*24,REESES STICKS K.SIZE 85G*24,52.8,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6024406.png,6024406.png,6024406.png,1,80,6024406.png
6024390,PAYDAY K.SIZE 96G*18,PAYDAY K.SIZE 96G*18,PAYDAY K.SIZE 96G*18,39.6,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6024390.png,6024390.png,6024390.png,1,80,6024390.png
6024314,REESES FASTBREAK K.SIZE 99G*18,REESES FASTBREAK K.SIZE 99G*18,REESES FASTBREAK K.SIZE 99G*18,39.6,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6024314.png,6024314.png,6024314.png,1,80,6024314.png
6024307,HOT TAMALES 3ALARM 51G*24,HOT TAMALES 3ALARM 51G*24,HOT TAMALES 3ALARM 51G*24,24,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6024307.png,6024307.png,6024307.png,1,80,6024307.png
6024291,SNICKERS PB K.SIZE 100G*18,SNICKERS PB K.SIZE 100G*18,SNICKERS PB K.SIZE 100G*18,39.6,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6024291.png,6024291.png,6024291.png,1,80,6024291.png
6024246,MIKE N IKE TRO TYPHOON 141G*12,MIKE N IKE TRO TYPHOON 141G*12,MIKE N IKE TRO TYPHOON 141G*12,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6024246.png,6024246.png,6024246.png,1,80,6024246.png
6024239,MIKE N IKE REDRAGEOUS 141G*12,MIKE N IKE REDRAGEOUS 141G*12,MIKE N IKE REDRAGEOUS 141G*12,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6024239.png,6024239.png,6024239.png,1,80,6024239.png
6024238,MIKE N IKE ITALIAN ICE 141G*12,MIKE N IKE ITALIAN ICE 141G*12,MIKE N IKE ITALIAN ICE 141G*12,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6024238.png,6024238.png,6024238.png,1,80,6024238.png
6024222,MIKE N IKE JOLLY JOES 141G*12,MIKE N IKE JOLLY JOES 141G*12,MIKE N IKE JOLLY JOES 141G*12,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6024222.png,6024222.png,6024222.png,1,80,6024222.png
6023799,JELLY BELLY ASSORTED 45GX12,JELLY BELLY ASSORTED 45GX12,JELLY BELLY ASSORTED 45GX12,19.35,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6023799.png,6023799.png,6023799.png,1,80,6023799.png
6023164,JOLLY RANCHER CRUNCH CHEW 99G,JOLLY RANCHER CRUNCH CHEW 99G,JOLLY RANCHER CRUNCH CHEW 99G,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6023164.png,6023164.png,6023164.png,1,80,6023164.png
6022099,US MM PEANUT BIG BOX 87G,US MM PEANUT BIG BOX 87G,US MM PEANUT BIG BOX 87G,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6022099.png,6022099.png,6022099.png,1,80,6022099.png
6022082,US MM MILK BIG BOX 87G,US MM MILK BIG BOX 87G,US MM MILK BIG BOX 87G,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6022082.png,6022082.png,6022082.png,1,80,6022082.png
6021979,VICKS CHERRY BOX,VICKS CHERRY BOX,VICKS CHERRY BOX,29,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6021979.png,6021979.png,6021979.png,1,80,6021979.png
6017651,MIKE N IKE TROPICAL TY 170G*12,MIKE N IKE TROPICAL TY 170G*12,MIKE N IKE TROPICAL TY 170G*12,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6017651.png,6017651.png,6017651.png,1,80,6017651.png
6017163,MILK DUDS CONCESSION BOX 85G,MILK DUDS CONCESSION BOX 85G,MILK DUDS CONCESSION BOX 85G,1.5,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6017163.png,6017163.png,6017163.png,1,80,6017163.png
6017132,GOOD N FRUITY BIG BOX 142G,GOOD N FRUITY BIG BOX 142G,GOOD N FRUITY BIG BOX 142G,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6017132.png,6017132.png,6017132.png,1,80,6017132.png
6017125,US MM P.BUTTER BIG BOX 85G,US MM P.BUTTER BIG BOX 85G,US MM P.BUTTER BIG BOX 85G,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6017125.png,6017125.png,6017125.png,1,80,6017125.png
6016609,SWEDISH FISH ASST BOX 99G*12,SWEDISH FISH ASST BOX 99G*12,SWEDISH FISH ASST BOX 99G*12,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6016609.png,6016609.png,6016609.png,1,80,6016609.png
6016593,MIKE N IKE BERRY BLAST 170G*12,MIKE N IKE BERRY BLAST 170G*12,MIKE N IKE BERRY BLAST 170G*12,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6016593.png,6016593.png,6016593.png,1,80,6016593.png
6016562,MIKE N IKE LEMONADE BLEN 102G*,MIKE N IKE LEMONADE BLEN 102G*,MIKE N IKE LEMONADE BLEN 102G*,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6016562.png,6016562.png,6016562.png,1,80,6016562.png
6016548,WONKA LAFFY TAFFY 113.3G*12,WONKA LAFFY TAFFY 113.3G*12,WONKA LAFFY TAFFY 113.3G*12,1.5,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6016548.png,6016548.png,6016548.png,1,80,6016548.png
6015367,HERSHEY DARK GIANT BAR 192G*12,HERSHEY DARK GIANT BAR 192G*12,HERSHEY DARK GIANT BAR 192G*12,3.75,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6015367.png,6015367.png,6015367.png,1,80,6015367.png
6014544,IMPACT WARHEAD CUBES 141G*12,IMPACT WARHEAD CUBES 141G*12,IMPACT WARHEAD CUBES 141G*12,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6014544.png,6014544.png,6014544.png,1,80,6014544.png
6013462,AIRHEAD XTREME WATERMELON 18,AIRHEAD XTREME WATERMELON 18,AIRHEAD XTREME WATERMELON 18,21.6,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6013462.png,6013462.png,6013462.png,1,80,6013462.png
6013141,HERSHEY'S  AIR DELIGHT 40G*24,HERSHEY'S  AIR DELIGHT 40G*24,HERSHEY'S  AIR DELIGHT 40G*24,26.4,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6013141.png,6013141.png,6013141.png,1,80,6013141.png
6013110,MIKE IKE COTTONCANDY 141G,MIKE IKE COTTONCANDY 141G,MIKE IKE COTTONCANDY 141G,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6013110.png,6013110.png,6013110.png,1,80,6013110.png
6013059,CHOC MUDDY BEARS 88G,CHOC MUDDY BEARS 88G,CHOC MUDDY BEARS 88G,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6013059.png,6013059.png,6013059.png,1,80,6013059.png
6012953,CHOC CHIP COOKIE DOUGH BITES,CHOC CHIP COOKIE DOUGH BITES,CHOC CHIP COOKIE DOUGH BITES,1.5,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6012953.png,6012953.png,6012953.png,1,80,6012953.png
6012808,HOT TAMALES CINNAMON 141G*12,HOT TAMALES CINNAMON 141G*12,HOT TAMALES CINNAMON 141G*12,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6012808.png,6012808.png,6012808.png,1,80,6012808.png
6012793,SNICKERS XTREME 2PAK 72G*24,SNICKERS XTREME 2PAK 72G*24,SNICKERS XTREME 2PAK 72G*24,36.35,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6012793.png,6012793.png,6012793.png,1,80,6012793.png
6011932,HERSHEY TWIZZLER CHERRY 63G*36,HERSHEY TWIZZLER CHERRY 63G*36,HERSHEY TWIZZLER CHERRY 63G*36,36,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6011932.png,6011932.png,6011932.png,1,80,6011932.png
6011802,TWIZZLER STRAWBERRY K.SIZE 141,TWIZZLER STRAWBERRY K.SIZE 141,TWIZZLER STRAWBERRY K.SIZE 141,25.5,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6011802.png,6011802.png,6011802.png,1,80,6011802.png
6011666,WONKA CHEWY SWEETARTS 127G,WONKA CHEWY SWEETARTS 127G,WONKA CHEWY SWEETARTS 127G,1.75,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6011666.png,6011666.png,6011666.png,1,80,6011666.png
6011598,NES WONKA NERDS PEACH 46G*24,NES WONKA NERDS PEACH 46G*24,NES WONKA NERDS PEACH 46G*24,24,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6011598.png,6011598.png,6011598.png,1,80,6011598.png
6010652,SWEDISH FISH RED BOX 87G*12,SWEDISH FISH RED BOX 87G*12,SWEDISH FISH RED BOX 87G*12,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6010652.png,6010652.png,6010652.png,1,80,6010652.png
6010645,SOUR PATCH KIDS BOX 99G*12,SOUR PATCH KIDS BOX 99G*12,SOUR PATCH KIDS BOX 99G*12,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6010645.png,6010645.png,6010645.png,1,80,6010645.png
6010638,SOUR PATCH MELON BOX 99G*12,SOUR PATCH MELON BOX 99G*12,SOUR PATCH MELON BOX 99G*12,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6010638.png,6010638.png,6010638.png,1,80,6010638.png
6010621,HER. ALMOND GIANT BAR 192G*12,HER. ALMOND GIANT BAR 192G*12,HER. ALMOND GIANT BAR 192G*12,3.75,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6010621.png,6010621.png,6010621.png,1,80,6010621.png
6010523,F.PAN LEMONHEAD CHEWY 156*12,F.PAN LEMONHEAD CHEWY 156*12,F.PAN LEMONHEAD CHEWY 156*12,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6010523.png,6010523.png,6010523.png,1,80,6010523.png
6010521,F.PAN LEMONHEAD REDHEAD 156*12,F.PAN LEMONHEAD REDHEAD 156*12,F.PAN LEMONHEAD REDHEAD 156*12,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6010521.png,6010521.png,6010521.png,1,80,6010521.png
6010485,B.FINGER MINI MOVIE PACK99G*12,B.FINGER MINI MOVIE PACK99G*12,B.FINGER MINI MOVIE PACK99G*12,1.5,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6010485.png,6010485.png,6010485.png,1,80,6010485.png
6010461,REESE PB GIANT BAR 192G*12,REESE PB GIANT BAR 192G*12,REESE PB GIANT BAR 192G*12,3.75,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6010461.png,6010461.png,6010461.png,1,80,6010461.png
6010454,HERSHEY MR GOODBAR GIAN198G*12,HERSHEY MR GOODBAR GIAN198G*12,HERSHEY MR GOODBAR GIAN198G*12,3.75,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6010454.png,6010454.png,6010454.png,1,80,6010454.png
6010430,FLIPZ WHITE FUDGE PRETZEL 56G,FLIPZ WHITE FUDGE PRETZEL 56G,FLIPZ WHITE FUDGE PRETZEL 56G,24,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6010430.png,6010430.png,6010430.png,1,80,6010430.png
6010423,FLIPZ CHOC PRETZEL 56G,FLIPZ CHOC PRETZEL 56G,FLIPZ CHOC PRETZEL 56G,24,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6010423.png,6010423.png,6010423.png,1,80,6010423.png
6010416,WHOPPERS STRAW MILKSHA 113G*12,WHOPPERS STRAW MILKSHA 113G*12,WHOPPERS STRAW MILKSHA 113G*12,21,0.3,50,Confectionery/USA Confectionery,Default,simple,Default Category,1,2,4,base,6010416.png,6010416.png,6010416.png,1,80,6010416.png
