sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,brands,cin7_import,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,featured,gallery,gift_message_available,has_options,image,image_label,is_imported,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,options_container,page_layout,price,required_options,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
6077112,,Default,simple,"Confectionery/USA Confectionery","Default Category",base,,,,,,"2017-11-20 03:48:40",,,,,"ICE BREAKER DUO GRAPE 36G*8",No,,,0,/6/0/6077112_4.jpg,,No,,,,,,,,"Use config","Use config","ICE BREAKER DUO GRAPE 36G*8",,,"Block after Info Column",,22.0000,0,"ICE BREAKER DUO GRAPE 36G*8",/6/0/6077112_4.jpg,,,,,1,2,/6/0/6077112_4.jpg,,"2017-12-07 21:13:56",ice-breaker-duo-grape-36g-8,ice-breaker-duo-grape-36g-8.html,4,0.3000,50.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,80,/6/0/6077112.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6077112_1.jpg,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6077112_2.jpg,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6077112_3.jpg,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6077112_4.jpg,,0,0
6076900,,Default,simple,"Confectionery/USA Confectionery","Default Category",base,,,,,,"2017-11-20 03:48:40",,,,,"JB BEAN BOOZLED DISPENSER 99G",No,,,0,/6/0/6076900_1.jpg,,No,,,,,,,,"Use config","Use config","JB BEAN BOOZLED DISPENSER 99G",,,"Block after Info Column",,45.0000,0,"JB BEAN BOOZLED DISPENSER 99G",/6/0/6076900_1.jpg,,,,,1,2,/6/0/6076900_1.jpg,,"2017-12-07 21:10:59",jb-bean-boozled-dispenser-99g,jb-bean-boozled-dispenser-99g.html,4,0.3000,50.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,80,/6/0/6076900.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6076900_1.jpg,,0,0
6076894,,Default,simple,"Confectionery/USA Confectionery","Default Category",base,,,,,,"2017-11-20 03:48:40",,,,,"JB DRAFT BEER CAN 49G*12",No,,,0,/6/0/6076894_1.jpg,,No,,,,,,,,"Use config","Use config","JB DRAFT BEER CAN 49G*12",,,"Block after Info Column",,54.0000,0,"JB DRAFT BEER CAN 49G*12",/6/0/6076894_1.jpg,,,,,1,2,/6/0/6076894_1.jpg,,"2017-12-07 21:10:51",jb-draft-beer-can-49g-12,jb-draft-beer-can-49g-12.html,4,0.3000,50.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,80,/6/0/6076894.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6076894_1.jpg,,0,0
6076696,,Default,simple,"Biscuits/Pastries/US Imports","Default Category",base,,,,,,"2017-11-20 03:48:40",,,,,"HOSTESS POWDERE DONETTES 6PACK",No,,,0,/6/0/6076696_3.jpg,,No,,,,,,,,"Use config","Use config","HOSTESS POWDERE DONETTES 6PACK",,,"Block after Info Column",,22.0000,0,"HOSTESS POWDERE DONETTES 6PACK",/6/0/6076696_3.jpg,,,,,1,2,/6/0/6076696_3.jpg,,"2017-12-07 23:31:23",hostess-powdere-donettes-6pack,hostess-powdere-donettes-6pack.html,4,0.3000,50.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,80,/6/0/6076696.jpg,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6076696_1.jpg,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6076696_2.jpg,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6076696_3.jpg,,0,0
6076689,,Default,simple,"Biscuits/Pastries/US Imports","Default Category",base,,,,,,"2017-11-20 03:48:40",,,,,"HOSTESS CHOC DONETTES 6PACK",No,,,0,/6/0/6076689_4.jpg,,No,,,,,,,,"Use config","Use config","HOSTESS CHOC DONETTES 6PACK",,,"Block after Info Column",,22.0000,0,"HOSTESS CHOC DONETTES 6PACK",/6/0/6076689_4.jpg,,,,,1,2,/6/0/6076689_4.jpg,,"2017-12-11 02:55:45",hostess-choc-donettes-6pack,hostess-choc-donettes-6pack.html,4,0.3000,50.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,80,/6/0/6076689.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6076689_1.jpg,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6076689_2.jpg,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6076689_3.jpg,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6076689_4.jpg,,0,0
6076672,,Default,simple,"Biscuits/Pastries/US Imports","Default Category",base,,,,,,"2017-11-20 03:48:40",,,,,"HOSTESS GLAZED DONETTES 6PACK",No,,,0,/6/0/6076672_4.jpg,,No,,,,,,,,"Use config","Use config","HOSTESS GLAZED DONETTES 6PACK",,,"Block after Info Column",,22.0000,0,"HOSTESS GLAZED DONETTES 6PACK",/6/0/6076672_4.jpg,,,,,1,2,/6/0/6076672_4.jpg,,"2017-12-07 23:35:42",hostess-glazed-donettes-6pack,hostess-glazed-donettes-6pack.html,4,0.3000,47.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,80,/6/0/6076672.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6076672_1.jpg,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6076672_2.jpg,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6076672_3.jpg,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6076672_4.jpg,,0,0
6076641,,Default,simple,"Biscuits/Pastries/US Imports","Default Category",base,,,,,,"2017-11-20 03:48:40",,,,,"HOSTESS PB HOHO 3PAK",No,,,0,/6/0/6076641_4.jpg,,No,,,,,,,,"Use config","Use config","HOSTESS PB HOHO 3PAK",,,"Block after Info Column",,13.2000,0,"HOSTESS PB HOHO 3PAK",/6/0/6076641_4.jpg,,,,,1,2,/6/0/6076641_4.jpg,,"2017-12-07 23:37:23",hostess-pb-hoho-3pak,hostess-pb-hoho-3pak.html,4,0.3000,50.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,80,/6/0/6076641.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6076641_1.jpg,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6076641_2.jpg,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6076641_3.jpg,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6076641_4.jpg,,0,0
6076634,,Default,simple,"Biscuits/Pastries/US Imports","Default Category",base,,,,,,"2017-11-20 03:48:40",,,,,"HOSTESS FUDGE TWINKIES 2PAK",No,,,0,/6/0/6076634_4.jpg,,No,,,,,,,,"Use config","Use config","HOSTESS FUDGE TWINKIES 2PAK",,,"Block after Info Column",,13.2000,0,"HOSTESS FUDGE TWINKIES 2PAK",/6/0/6076634_4.jpg,,,,,1,2,/6/0/6076634_4.jpg,,"2017-12-11 02:56:21",hostess-fudge-twinkies-2pak,hostess-fudge-twinkies-2pak.html,4,0.3000,50.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,80,/6/0/6076634.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6076634_1.jpg,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6076634_2.jpg,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6076634_3.jpg,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6076634_4.jpg,,0,0
6076504,,Default,simple,"Confectionery/USA Confectionery","Default Category",base,,,,,,"2017-11-20 03:48:40",,,,,"MIKE IKE SUNDAE SWEETS 141G",No,,,0,/6/0/6076504.jpg,,No,,,,,,,,"Use config","Use config","MIKE IKE SUNDAE SWEETS 141G",,,"Block after Info Column",,21.0000,0,"MIKE IKE SUNDAE SWEETS 141G",/6/0/6076504.jpg,,,,,1,2,/6/0/6076504.jpg,,"2017-12-07 21:10:42",mike-ike-sundae-sweets-141g,mike-ike-sundae-sweets-141g.html,4,0.3000,49.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,80,/6/0/6076504.png,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6076504.jpg,,0,0
6076498,,Default,simple,"Confectionery/USA Confectionery","Default Category",base,,,,,,"2017-11-20 03:48:40",,,,,"MIKE IKE NBA2K17 141G",,,,0,/6/0/6076498.jpg,,,,,,,,,,"Use config","Use config","MIKE IKE NBA2K17 141G",,,"Block after Info Column",,21.0000,0,"MIKE IKE NBA2K17 141G",/6/0/6076498.jpg,,,,,1,2,/6/0/6076498.jpg,,"2017-12-07 21:10:41",mike-ike-nba2k17-141g,mike-ike-nba2k17-141g.html,4,0.3000,50.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,80,/6/0/6076498.jpg,,0,0
6076375,,Default,simple,"Confectionery/USA Confectionery","Default Category",base,,,,,,"2017-11-20 03:48:40",,,,,"JELLY BELLY ASST 34GX24",No,,,0,/6/0/6076375_1.jpg,,No,,,,,,,,"Use config","Use config","JELLY BELLY ASST 34GX24",,,"Block after Info Column",,28.8000,0,"JELLY BELLY ASST 34GX24",/6/0/6076375_1.jpg,,,,,1,2,/6/0/6076375_1.jpg,,"2017-12-07 21:10:59",jelly-belly-asst-34gx24,jelly-belly-asst-34gx24.html,4,0.3000,50.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,80,/6/0/6076375.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6076375_1.jpg,,0,0
6076023,,Default,simple,"Confectionery/USA Confectionery","Default Category",base,,,,,,"2017-11-20 03:48:40",,,,,"HILCO MINIONS TWISTPOP 16G*12",No,,,0,/6/0/6076023_3.jpg,,No,,,,,,,,"Use config","Use config","HILCO MINIONS TWISTPOP 16G*12",,,"Block after Info Column",,29.3700,0,"HILCO MINIONS TWISTPOP 16G*12",/6/0/6076023_3.jpg,,,,,1,2,/6/0/6076023_3.jpg,,"2017-12-07 21:13:58",hilco-minions-twistpop-16g-12,hilco-minions-twistpop-16g-12.html,4,0.3000,50.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,80,/6/0/6076023.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6076023_1.jpg,,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6076023_2.jpg,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6076023_3.jpg,,0,0
6075613,,Default,simple,"General Merchandise/Cleaning","Default Category",base,,,,,,"2017-11-20 03:48:40",,,,,"CUDDLY 450ML ANTIBACTERIAL",No,,,0,/6/0/6075613_1.jpg,,No,,,,,,,,"Use config","Use config","CUDDLY 450ML ANTIBACTERIAL",,,"Block after Info Column",,2.2700,0,"CUDDLY 450ML ANTIBACTERIAL",/6/0/6075613_1.jpg,,,,,1,2,/6/0/6075613_1.jpg,,"2017-12-07 22:11:48",cuddly-450ml-antibacterial,cuddly-450ml-antibacterial.html,4,0.3000,50.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,80,/6/0/6075613.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6075613_1.jpg,,0,0
6075590,,Default,simple,"General Merchandise/Cleaning","Default Category",base,,,,,,"2017-11-20 03:48:40",,,,,"CUDDLY 450ML CONCENTRATE",No,,,0,/6/0/6075590_1.jpg,,No,,,,,,,,"Use config","Use config","CUDDLY 450ML CONCENTRATE",,,"Block after Info Column",,2.2700,0,"CUDDLY 450ML CONCENTRATE",/6/0/6075590_1.jpg,,,,,1,2,/6/0/6075590_1.jpg,,"2017-12-07 23:33:36",cuddly-450ml-concentrate,cuddly-450ml-concentrate.html,4,0.3000,50.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,80,/6/0/6075590.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6075590_1.jpg,,0,0
6075286,,Default,simple,"Confectionery/USA Confectionery","Default Category",base,,,,,,"2017-11-20 03:48:40",,,,,"JR TWISTS APPLE 160",No,,,0,/6/0/6075286_4.jpg,,No,,,,,,,,"Use config","Use config","JR TWISTS APPLE 160",,,"Block after Info Column",,13.8800,0,"JR TWISTS APPLE 160",/6/0/6075286_4.jpg,,,,,1,2,/6/0/6075286_4.jpg,,"2017-12-07 21:13:56",jr-twists-apple-160,jr-twists-apple-160.html,4,0.3000,50.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,80,/6/0/6075286.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6075286_1.jpg,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6075286_2.jpg,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6075286_3.jpg,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6075286_4.jpg,,0,0
6075279,,Default,simple,"Confectionery/USA Confectionery","Default Category",base,,,,,,"2017-11-20 03:48:40",,,,,"JR TWISTS WATERMELON 160",No,,,0,/6/0/6075279_4.jpg,,No,,,,,,,,"Use config","Use config","JR TWISTS WATERMELON 160",,,"Block after Info Column",,13.8800,0,"JR TWISTS WATERMELON 160",/6/0/6075279_4.jpg,,,,,1,2,/6/0/6075279_4.jpg,,"2017-12-07 21:13:55",jr-twists-watermelon-160,jr-twists-watermelon-160.html,4,0.3000,50.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,80,/6/0/6075279.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6075279_1.jpg,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6075279_2.jpg,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6075279_3.jpg,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6075279_4.jpg,,0,0
6075262,,Default,simple,"Biscuits/Pastries/US Imports","Default Category",base,,,,,,"2017-11-20 03:48:40",,,,,"HOSTESS SNO BALLS 298G",No,,,0,/6/0/6075262_4.jpg,,No,,,,,,,,"Use config","Use config","HOSTESS SNO BALLS 298G",,,"Block after Info Column",,7.9000,0,"HOSTESS SNO BALLS 298G",/6/0/6075262_4.jpg,,,,,1,2,/6/0/6075262_4.jpg,,"2017-12-07 23:31:01",hostess-sno-balls-298g,hostess-sno-balls-298g.html,4,0.3000,43.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,80,/6/0/6075262.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6075262_1.jpg,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6075262_2.jpg,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6075262_3.jpg,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6075262_4.jpg,,0,0
6075255,,Default,simple,"Confectionery/USA Confectionery","Default Category",base,,,,,,"2017-11-20 03:48:40",,,,,"POP TART VANILLA LATTE 400G*8",No,,,0,/6/0/6075255_1.jpg,,No,,,,,,,,"Use config","Use config","POP TART VANILLA LATTE 400G*8",,,"Block after Info Column",,5.0000,0,"POP TART VANILLA LATTE 400G*8",/6/0/6075255_1.jpg,,,,,1,2,/6/0/6075255_1.jpg,,"2017-12-07 21:13:58",pop-tart-vanilla-latte-400g-8,pop-tart-vanilla-latte-400g-8.html,4,0.3000,50.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,80,/6/0/6075255.png,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6075255.jpg,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6075255_1.jpg,,0,0
6075231,,Default,simple,"Confectionery/USA Confectionery","Default Category",base,,,,,,"2017-11-20 03:48:40",,,,,"CHOCO TREASURE EMOJI EGG 12",No,,,0,/6/0/6075231_2.jpg,,No,,,,,,,,"Use config","Use config","CHOCO TREASURE EMOJI EGG 12",,,"Block after Info Column",,20.8100,0,"CHOCO TREASURE EMOJI EGG 12",/6/0/6075231_2.jpg,,,,,1,2,/6/0/6075231_2.jpg,,"2017-12-07 21:13:59",choco-treasure-emoji-egg-12,choco-treasure-emoji-egg-12.html,4,0.3000,50.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,80,/6/0/6075231.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6075231_1.jpg,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6075231_2.jpg,,0,0
6075224,,Default,simple,"Confectionery/USA Confectionery","Default Category",base,,,,,,"2017-11-20 03:48:40",,,,,"CHOCO TREASURE SHOPKINS EGG 12",No,,,0,/6/0/6075224_2.jpg,,No,,,,,,,,"Use config","Use config","CHOCO TREASURE SHOPKINS EGG 12",,,"Block after Info Column",,20.8100,0,"CHOCO TREASURE SHOPKINS EGG 12",/6/0/6075224_2.jpg,,,,,1,2,/6/0/6075224_2.jpg,,"2017-12-07 21:13:59",choco-treasure-shopkins-egg-12,choco-treasure-shopkins-egg-12.html,4,0.3000,50.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,80,/6/0/6075224.jpg,,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6075224_1.jpg,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,/6/0/6075224_2.jpg,,0,0
