product id,real qty
6058371,1152
6058425,882
6064723,84
6064730,126
6058388,24
6058449,24
6058432,24
6058395,24
6058401,24
6058418,24
601696,30
601885,30
6058463,75
601556,192
6087296,10
6087302,15
6087289,10
6087371,30
6087449,30
6087395,30
6087388,30
6087364,30
6087401,30
6087425,30
6087432,30
6087418,30
6087272,22
6087340,22
6065737,120
6065706,120
6065720,200
6065645,125
6087357,15
6001889,240
6059866,360
6087258,180
6087319,60
6060305,60
