product id,real qty
601251,65
6026455,144
6046545,275
6051327,300
6075262,300
6079918,350
6079895,260
6082000,200
6029686,40
6024437,160
6026387,312
6048891,168
6002138,60
6047108,60
6023874,60
6074807,40
